Abbreviation	Equation	Lower	Upper	Present	Synthetic objective	GeneAssociation	Knockout cost	Knockin cost
3HAD140	[c] : 3hmrsACP --> h2o + tmrs2eACP			1	0	((((b0180)_OR_(b0954))))	2	1
3HAD141	[c] : 3hcmrs7eACP --> h2o + t3c7mrseACP			1	0	((((b0180)_OR_(b0954))))	2	1
3HAD160	[c] : 3hpalmACP --> h2o + tpalm2eACP			1	0	((((b0180)_OR_(b0954))))	2	1
3HAD161	[c] : 3hcpalm9eACP --> h2o + t3c9palmeACP			1	0	((((b0180)_OR_(b0954))))	2	1
3HAD180	[c] : 3hoctaACP --> h2o + toctd2eACP			1	0	((((b0180)_OR_(b0954))))	2	1
3HAD181	[c] : 3hcvac11eACP --> h2o + t3c11vaceACP			1	0	((((b0180)_OR_(b0954))))	2	1
3HAD40	[c] : 3haACP --> but2eACP + h2o			1	0	((((b0180)_OR_(b0954))))	2	1
3HAD60	[c] : 3hhexACP --> h2o + thex2eACP			1	0	((((b0180)_OR_(b0954))))	2	1
3HAD80	[c] : 3hoctACP --> h2o + toct2eACP			1	0	((((b0180)_OR_(b0954))))	2	1
3HCINNMH	[c] : 3hcinnm + h + nadh + o2 --> dhcinnm + h2o + nad			1	0	((b0347))	1	1
3HPPPNH	[c] : 3hpppn + h + nadh + o2 --> dhpppn + h2o + nad			1	0	((b0347))	1	1
3KGK	[c] : 3dhguln + atp --> 3dhgulnp + adp + h			1	0	((b3580))	1	1
3NTD2pp	[p] : 3ump + h2o --> pi + uri			1	0	((b4213))	1	1
3NTD4pp	[p] : 3cmp + h2o --> cytd + pi			1	0	((b4213))	1	1
3NTD7pp	[p] : 3amp + h2o --> adn + pi			1	0	((b4213))	1	1
3NTD9pp	[p] : 3gmp + h2o --> gsn + pi			1	0	((b4213))	1	1
3OAR100	[c] : 3odecACP + h + nadph <==> 3hdecACP + nadp			1	0	((b1093))	1	1
3OAR120	[c] : 3oddecACP + h + nadph <==> 3hddecACP + nadp			1	0	((b1093))	1	1
3OAR121	[c] : 3ocddec5eACP + h + nadph --> 3hcddec5eACP + nadp			1	0	((b1093))	1	1
3OAR140	[c] : 3omrsACP + h + nadph <==> 3hmrsACP + nadp			1	0	((b1093))	1	1
3OAR141	[c] : 3ocmrs7eACP + h + nadph --> 3hcmrs7eACP + nadp			1	0	((b1093))	1	1
3OAR160	[c] : 3opalmACP + h + nadph <==> 3hpalmACP + nadp			1	0	((b1093))	1	1
3OAR161	[c] : 3ocpalm9eACP + h + nadph --> 3hcpalm9eACP + nadp			1	0	((b1093))	1	1
3OAR180	[c] : 3ooctdACP + h + nadph <==> 3hoctaACP + nadp			1	0	((b1093))	1	1
3OAR181	[c] : 3ocvac11eACP + h + nadph --> 3hcvac11eACP + nadp			1	0	((b1093))	1	1
3OAR40	[c] : actACP + h + nadph <==> 3haACP + nadp			1	0	((b1093))	1	1
3OAR60	[c] : 3ohexACP + h + nadph <==> 3hhexACP + nadp			1	0	((b1093))	1	1
3OAR80	[c] : 3ooctACP + h + nadph <==> 3hoctACP + nadp			1	0	((b1093))	1	1
3OAS100	[c] : h + malACP + ocACP --> 3odecACP + ACP + co2			1	0	((((b1095)_OR_(b2323))))	2	1
3OAS120	[c] : dcaACP + h + malACP --> 3oddecACP + ACP + co2			1	0	((((b1095)_OR_(b2323))))	2	1
3OAS121	[c] : cdec3eACP + h + malACP --> 3ocddec5eACP + ACP + co2			1	0	((b2323))	1	1
3OAS140	[c] : ddcaACP + h + malACP --> 3omrsACP + ACP + co2			1	0	((((b1095)_OR_(b2323))))	2	1
3OAS141	[c] : cddec5eACP + h + malACP --> 3ocmrs7eACP + ACP + co2			1	0	((b2323))	1	1
3OAS160	[c] : h + malACP + myrsACP --> 3opalmACP + ACP + co2			1	0	((((b1095)_OR_(b2323))))	2	1
3OAS161	[c] : h + malACP + tdeACP --> 3ocpalm9eACP + ACP + co2			1	0	((b2323))	1	1
3OAS180	[c] : h + malACP + palmACP --> 3ooctdACP + ACP + co2			1	0	((((b1095)_OR_(b2323))))	2	1
3OAS181	[c] : h + hdeACP + malACP --> 3ocvac11eACP + ACP + co2			1	0	((b1095))	1	1
3OAS60	[c] : butACP + h + malACP --> 3ohexACP + ACP + co2			1	0	((((b1095)_OR_(b2323))))	2	1
3OAS80	[c] : h + hexACP + malACP --> 3ooctACP + ACP + co2			1	0	((((b1095)_OR_(b2323))))	2	1
3PEPTabcpp	LalaDgluMdap[p] + atp[c] + h2o[c] --> LalaDgluMdap[c] + adp[c] + h[c] + pi[c]			1	0	((((b1244_AND_b1245_AND_b1246_AND_b1247_AND_b1329))))	1	5
3PEPTtex	LalaDgluMdap[e] <==> LalaDgluMdap[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
3UMPtex	3ump[e] <==> 3ump[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
42A12BOOXpp	[p] : dopa + h2o + o2 --> 34dhpac + h2o2 + nh4			1	0	((b1386))	1	1
4HOXPACDtex	4hoxpacd[e] <==> 4hoxpacd[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
4HTHRS	[c] : h2o + phthr --> 4hthr + pi			1	0	((b0004))	1	1
4PCP	[c] : LalaDgluMdapDala + h2o --> LalaDgluMdap + ala-D			1	0	((b1192))	1	1
4PCPpp	[p] : LalaDgluMdapDala + h2o --> LalaDgluMdap + ala-D			1	0		0	0
4PEPTabcpp	LalaDgluMdapDala[p] + atp[c] + h2o[c] --> LalaDgluMdapDala[c] + adp[c] + h[c] + pi[c]			1	0	((((b1243_AND_b1244_AND_b1245_AND_b1246_AND_b1247))))	1	5
4PEPTtex	LalaDgluMdapDala[e] <==> LalaDgluMdapDala[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
5DGLCNR	[c] : 5dglcn + h + nadph <==> glcn + nadp			1	0	((b4266))	1	1
5DGLCNt2rpp	5dglcn[p] + h[p] <==> 5dglcn[c] + h[c]			1	0	((b4265))	1	1
5DGLCNtex	5dglcn[e] <==> 5dglcn[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
5DOAN	[c] : dad-5 + h2o --> 5drib + ade			1	0	((b0159))	1	1
A5PISO	[c] : ru5p-D <==> ara5p			1	0	((((b2708)_OR_(b3197))))	2	1
AACPS1	[c] : ACP + atp + ttdca --> amp + myrsACP + ppi			1	0	((((b1094_AND_b2836))))	1	2
AACPS2	[c] : ACP + atp + ttdcea --> amp + ppi + tdeACP			1	0	((((b1094_AND_b2836))))	1	2
AACPS3	[c] : ACP + atp + hdca --> amp + palmACP + ppi			1	0	((((b1094_AND_b2836))))	1	2
AACPS4	[c] : ACP + atp + hdcea --> amp + hdeACP + ppi			1	0	((((b1094_AND_b2836))))	1	2
AACPS5	[c] : ACP + atp + ocdcea --> amp + octeACP + ppi			1	0	((((b1094_AND_b2836))))	1	2
AACPS6	[c] : ACP + atp + ocdca --> amp + ocdcaACP + ppi			1	0	((((b1094_AND_b2836))))	1	2
AACPS7	[c] : ACP + atp + ddca --> amp + ddcaACP + ppi			1	0	((((b1094_AND_b2836))))	1	2
AACPS8	[c] : ACP + atp + dca --> amp + dcaACP + ppi			1	0	((((b1094_AND_b2836))))	1	2
AACPS9	[c] : ACP + atp + octa --> amp + ocACP + ppi			1	0	((((b1094_AND_b2836))))	1	2
AACTOOR	[c] : aact + h2o + o2 --> h2o2 + mthgxl + nh4			1	0		0	0
AADDGT	[c] : dtdp4aaddg + unagamu --> dtdp + h + unagamuf			1	0	((b4481))	1	1
AAMYL	[c] : 14glucan --> malthx			1	0	((b1927))	1	1
AAMYLpp	[p] : 14glucan --> malthx			1	0	((b3571))	1	1
AB6PGH	[c] : arbt6p + h2o --> g6p + hqn			1	0	((b2901))	1	1
ABTA	[c] : 4abut + akg --> glu-L + sucsal			1	0	((((b1302)_OR_(b2662))))	2	1
ABUTD	[c] : 4abutn + h2o + nad --> 4abut + (2) h + nadh			1	0	((b1444))	1	1
ABUTt2pp	4abut[p] + h[p] --> 4abut[c] + h[c]			1	0	((b2663))	1	1
ABUTtex	4abut[e] <==> 4abut[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
ACACCT	[c] : acac + accoa --> aacoa + ac			1	0	((((b2221_AND_b2222))))	1	2
ACACT1r	[c] : (2) accoa <==> aacoa + coa			1	0	((b2224))	1	1
ACACt2pp	acac[p] + h[p] <==> acac[c] + h[c]			1	0	((b2223))	1	1
ACACtex	acac[e] <==> acac[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
ACALD	[c] : acald + coa + nad <==> accoa + h + nadh			1	0	((((b0351)_OR_(b1241))))	2	1
ACALDtex	acald[e] <==> acald[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
ACALDtpp	acald[p] <==> acald[c]			1	0		0	0
ACANTHAT	[c] : accoa + anth --> acanth + coa			1	0	((b1463))	1	1
ACBIPGT	[c] : adocbip + gtp + h --> agdpcbi + ppi			1	0	((b1993))	1	1
ACCOAC	[c] : accoa + atp + hco3 --> adp + h + malcoa + pi			1	0	((((b0185_AND_b2316_AND_b3255_AND_b3256))))	1	4
ACCOAL	[c] : atp + coa + ppa --> adp + pi + ppcoa			1	0	((b0335))	1	1
ACGAL1PPpp	[p] : acgal1p + h2o --> acgal + pi			1	0		0	0
ACGAL1Ptex	acgal1p[e] <==> acgal1p[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
ACGALtex	acgal[e] <==> acgal[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
ACGAM1PPpp	[p] : acgam1p + h2o --> acgam + pi			1	0		0	0
ACGAM1Ptex	acgam1p[e] <==> acgam1p[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
ACGAMK	[c] : acgam + atp --> acgam6p + adp + h			1	0	((b1119))	1	1
ACGAMT	[c] : uacgam + udcpp --> ump + unaga			1	0	((b3784))	1	1
ACGAptspp	acgam[p] + pep[c] --> acgam6p[c] + pyr[c]			1	0	((((((b0679_AND_b2415_AND_b2416)))_OR_(((b1101_AND_b2415_AND_b2416_AND_b2417))))))	2	3
ACGAtex	acgam[e] <==> acgam[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
ACGK	[c] : acglu + atp --> acg5p + adp			1	0	((b3959))	1	1
ACGS	[c] : accoa + glu-L --> acglu + coa + h			1	0	((b2818))	1	1
ACHBS	[c] : 2obut + h + pyr --> 2ahbut + co2			1	0	((((((b0077_AND_b0078)))_OR_(((b3670_AND_b3671))))))	2	2
ACKr	[c] : ac + atp <==> actp + adp			1	0	((((b1849)_OR_(b2296)_OR_(b3115))))	3	1
ACLS	[c] : h + (2) pyr --> alac-S + co2			1	0	((((((b0077_AND_b0078)))_OR_(((b3670_AND_b3671))))))	2	2
ACM6PH	[c] : acmum6p + h2o --> acgam6p + lac-D			1	0		0	0
ACMAMUT	[c] : uacmamu + unaga --> h + udp + unagamu			1	0	((b3794))	1	1
ACMANAptspp	acmana[p] + pep[c] --> acmanap[c] + pyr[c]			1	0	((((b1817_AND_b1818_AND_b1819_AND_b2415_AND_b2416))))	1	5
ACMANAtex	acmana[e] <==> acmana[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
ACMUMptspp	acmum[p] + pep[c] --> acmum6p[c] + pyr[c]			1	0	((((b2415_AND_b2416_AND_b2417_AND_b2429))))	1	4
ACMUMtex	acmum[e] --> acmum[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
ACNAMt2pp	acnam[p] + h[p] --> acnam[c] + h[c]			1	0	((b3224))	1	1
ACNAMtex	acnam[e] <==> acnam[p]			1	0	((((b0929)_OR_(b2215)_OR_(b4311))))	3	1
ACNML	[c] : acnam --> acmana + pyr			1	0	((b3225))	1	1
ACOAD1f	[c] : btcoa + fad <==> b2coa + fadh2			1	0	((b0221))	1	1
ACOAD2f	[c] : fad + hxcoa <==> fadh2 + hx2coa			1	0	((b0221))	1	1
ACOAD3f	[c] : fad + occoa <==> fadh2 + oc2coa			1	0	((b0221))	1	1
ACOAD4f	[c] : dcacoa + fad <==> dc2coa + fadh2			1	0	((b0221))	1	1
ACOAD5f	[c] : ddcacoa + fad <==> dd2coa + fadh2			1	0	((b0221))	1	1
ACOAD6f	[c] : fad + tdcoa <==> fadh2 + td2coa			1	0	((b0221))	1	1
ACOAD7f	[c] : fad + pmtcoa <==> fadh2 + hdd2coa			1	0	((b0221))	1	1
ACOAD8f	[c] : fad + stcoa <==> fadh2 + od2coa			1	0	((b0221))	1	1
ACOATA	[c] : ACP + accoa <==> acACP + coa			1	0	((((b1091_AND_b1094))))	1	2
ACODA	[c] : acorn + h2o --> ac + orn			1	0	((b3957))	1	1
ACOLIPAtex	acolipa[p] --> acolipa[e]			1	0		0	0
ACONIs	[c] : acon-T <==> acon-C			1	0		0	0
ACONMT	[c] : acon-T + amet --> aconm + ahcys			1	0	((b1519))	1	1
ACONTa	[c] : cit <==> acon-C + h2o			1	0	((((b0118)_OR_(b1276))))	2	1
ACONTb	[c] : acon-C + h2o <==> icit			1	0	((((b0118)_OR_(b1276))))	2	1
ACOTA	[c] : acorn + akg <==> acg5sa + glu-L			1	0	((((b1748)_OR_(b3359))))	2	1
ACPS1	[c] : apoACP + coa --> ACP + h + pap			1	0	((((b2563)_OR_(b3475))))	2	1
ACS	[c] : ac + atp + coa --> accoa + amp + ppi			1	0	((b4069))	1	1
ACSERtex	acser[e] <==> acser[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
ACSERtpp	acser[c] --> acser[p]			1	0	((((b1533)_OR_(b2578))))	2	1
ACt2rpp	ac[p] + h[p] <==> ac[c] + h[c]			1	0		0	0
ACt4pp	ac[p] + na1[p] --> ac[c] + na1[c]			1	0	((b4067))	1	1
ACtex	ac[e] <==> ac[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
ADA	[c] : adn + h + h2o --> ins + nh4			1	0	((b1623))	1	1
ADCL	[c] : 4adcho --> 4abz + h + pyr			1	0	((b1096))	1	1
ADCS	[c] : chor + gln-L --> 4adcho + glu-L			1	0	((((b1812_AND_b3360))))	1	2
ADD	[c] : ade + h + h2o --> hxan + nh4			1	0	((b3665))	1	1
ADEt2rpp	ade[p] + h[p] <==> ade[c] + h[c]			1	0	((b3654))	1	1
ADEtex	ade[e] <==> ade[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
ADK1	[c] : amp + atp <==> (2) adp			1	0	((b0474))	1	1
ADK3	[c] : amp + gtp <==> adp + gdp			1	0	((b0474))	1	1
ADK4	[c] : amp + itp <==> adp + idp			1	0	((b0474))	1	1
ADMDC	[c] : amet + h --> ametam + co2			1	0	((b0120))	1	1
ADNCYC	[c] : atp --> camp + ppi			1	0	((b3806))	1	1
ADNK1	[c] : adn + atp --> adp + amp + h			1	0	((b0474))	1	1
ADNt2pp	adn[p] + h[p] --> adn[c] + h[c]			1	0	((((b2393)_OR_(b2964))))	2	1
ADNt2rpp	adn[p] + h[p] <==> adn[c] + h[c]			1	0	((b2406))	1	1
ADNtex	adn[e] <==> adn[p]			1	0	((b0411))	1	1
ADNUC	[c] : adn + h2o --> ade + rib-D			1	0	((b0030))	1	1
ADOCBIK	[c] : adocbi + atp --> adocbip + adp + h			1	0	((b1993))	1	1
ADOCBLabcpp	adocbl[p] + atp[c] + h2o[c] --> adocbl[c] + adp[c] + h[c] + pi[c]			1	0	((((b0158_AND_b1709_AND_b1711))))	1	3
ADOCBLS	[c] : agdpcbi + rdmbzi --> adocbl + gmp + h			1	0	((b1992))	1	1
ADOCBLtonex	adocbl[e] + h[p] --> adocbl[p] + h[c]			1	0	((((((b1252_AND_b3005_AND_b3006))_AND_b3966))))	1	4
ADPRDP	[c] : adprib + h2o --> amp + (2) h + r5p			1	0	((b3397))	1	1
ADPT	[c] : ade + prpp --> amp + ppi			1	0	((b0469))	1	1
ADSK	[c] : aps + atp --> adp + h + paps			1	0	((b2750))	1	1
ADSL1r	[c] : dcamp <==> amp + fum			1	0	((b1131))	1	1
ADSL2r	[c] : 25aics <==> aicar + fum			1	0	((b1131))	1	1
ADSS	[c] : asp-L + gtp + imp --> dcamp + gdp + (2) h + pi			1	0	((b4177))	1	1
AGDC	[c] : acgam6p + h2o --> ac + gam6p			1	0	((b0677))	1	1
AGM3PA	[c] : anhgm3p + h2o --> LalaDgluMdap + anhgm			1	0	((b0110))	1	1
AGM3PApp	[p] : anhgm3p + h2o --> LalaDgluMdap + anhgm			1	0	((((b2435)_OR_(b2817)_OR_(b4169))))	3	1
AGM3PH	[c] : anhgm3p + h2o --> acgam + anhm3p			1	0	((b1107))	1	1
AGM3Pt2pp	anhgm3p[p] + h[p] --> anhgm3p[c] + h[c]			1	0	((b0433))	1	1
AGM4PA	[c] : anhgm4p + h2o --> LalaDgluMdapDala + anhgm			1	0	((b0110))	1	1
AGM4PApp	[p] : anhgm4p + h2o --> LalaDgluMdapDala + anhgm			1	0	((((b2435)_OR_(b2817)_OR_(b4169))))	3	1
AGM4PCP	[c] : anhgm4p + h2o --> ala-D + anhgm3p			1	0	((b1192))	1	1
AGM4PCPpp	[p] : anhgm4p + h2o --> ala-D + anhgm3p			1	0		0	0
AGM4PH	[c] : anhgm4p + h2o --> acgam + anhm4p			1	0	((b1107))	1	1
AGM4Pt2pp	anhgm4p[p] + h[p] --> anhgm4p[c] + h[c]			1	0	((b0433))	1	1
AGMH	[c] : anhgm + h2o --> acgam + anhm			1	0	((b1107))	1	1
AGMHE	[c] : adphep-DD --> adphep-LD			1	0	((b3619))	1	1
AGMT	[c] : agm + h2o --> ptrc + urea			1	0	((b2937))	1	1
AGMt2pp	anhgm[p] + h[p] --> anhgm[c] + h[c]			1	0	((b0433))	1	1
AGMtex	agm[e] <==> agm[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
AGPAT120	[c] : 1ddecg3p + ddcaACP --> ACP + pa120			1	0	((b3018))	1	1
AGPAT140	[c] : 1tdecg3p + myrsACP --> ACP + pa140			1	0	((b3018))	1	1
AGPAT141	[c] : 1tdec7eg3p + tdeACP --> ACP + pa141			1	0	((b3018))	1	1
AGPAT160	[c] : 1hdecg3p + palmACP --> ACP + pa160			1	0	((b3018))	1	1
AGPAT161	[c] : 1hdec9eg3p + hdeACP --> ACP + pa161			1	0	((b3018))	1	1
AGPAT180	[c] : 1odecg3p + ocdcaACP --> ACP + pa180			1	0	((b3018))	1	1
AGPAT181	[c] : 1odec11eg3p + octeACP --> ACP + pa181			1	0	((b3018))	1	1
AGPR	[c] : acg5sa + nadp + pi <==> acg5p + h + nadph			1	0	((b3958))	1	1
AGt3	ag[c] + h[e] --> ag[e] + h[c]			1	0	((((b0572_AND_b0573_AND_b0574_AND_b0575))))	1	4
AHCYSNS	[c] : ahcys + h2o --> ade + rhcys			1	0	((b0159))	1	1
AICART	[c] : 10fthf + aicar <==> fprica + thf			1	0	((b4006))	1	1
AIRC2	[c] : air + atp + hco3 --> 5caiz + adp + h + pi			1	0	((b0522))	1	1
AIRC3	[c] : 5aizc <==> 5caiz			1	0	((b0523))	1	1
AKGDH	[c] : akg + coa + nad --> co2 + nadh + succoa			1	0	((((b0116_AND_b0726_AND_b0727))))	1	3
AKGt2rpp	akg[p] + h[p] <==> akg[c] + h[c]			1	0	((b2587))	1	1
AKGtex	akg[e] <==> akg[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
ALAabcpp	ala-L[p] + atp[c] + h2o[c] --> adp[c] + ala-L[c] + h[c] + pi[c]			1	0	((((b3454_AND_b3455_AND_b3456_AND_b3457_AND_b3460))))	1	5
ALAALAabcpp	alaala[p] + atp[c] + h2o[c] --> adp[c] + alaala[c] + h[c] + pi[c]			1	0	((((((b1483_AND_b1484_AND_b1485_AND_b1486_AND_b1487)))_OR_(((b3540_AND_b3541_AND_b3542_AND_b3543_AND_b3544))))))	2	5
ALAALAD	[c] : alaala + h2o --> (2) ala-D			1	0	((b1488))	1	1
ALAALAr	[c] : (2) ala-D + atp <==> adp + alaala + h + pi			1	0	((((b0092)_OR_(b0381))))	2	1
ALAALAtex	alaala[e] <==> alaala[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
ALAGLUE	[c] : LalaDglu <==> LalaLglu			1	0	((b1325))	1	1
ALAR	[c] : ala-L <==> ala-D			1	0	((((b1190)_OR_(b4053))))	2	1
ALAt2pp	ala-L[p] + h[p] --> ala-L[c] + h[c]			1	0	((b4208))	1	1
ALAt4pp	ala-L[p] + na1[p] --> ala-L[c] + na1[c]			1	0	((b0007))	1	1
ALATA_D2	[c] : ala-D + pydx5p --> pyam5p + pyr			1	0	((((b0870)_OR_(b2551))))	2	1
ALATA_L	[c] : akg + ala-L <==> glu-L + pyr			1	0		0	0
ALATA_L2	[c] : ala-L + pydx5p --> pyam5p + pyr			1	0	((((b0870)_OR_(b2551))))	2	1
ALAtex	ala-L[e] <==> ala-L[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
ALATRS	[c] : ala-L + atp + trnaala --> alatrna + amp + ppi			1	0	((b2697))	1	1
ALCD19	[c] : glyald + h + nadh <==> glyc + nad			1	0	((b0356))	1	1
ALCD2x	[c] : etoh + nad <==> acald + h + nadh			1	0	((((b0356)_OR_(b1241)_OR_(b1478))))	3	1
ALDD19x	[c] : h2o + nad + pacald --> (2) h + nadh + pac			1	0	((b1385))	1	1
ALDD2x	[c] : acald + h2o + nad --> ac + (2) h + nadh			1	0	((b1300))	1	1
ALDD2y	[c] : acald + h2o + nadp --> ac + (2) h + nadph			1	0	((b3588))	1	1
ALDD3y	[c] : h2o + nadp + ppal --> (2) h + nadph + ppa			1	0	((b3588))	1	1
ALDD4	[c] : btal + h2o + nad --> but + (2) h + nadh			1	0		0	0
ALLabcpp	all-D[p] + atp[c] + h2o[c] --> adp[c] + all-D[c] + h[c] + pi[c]			1	0	((((b4086_AND_b4087_AND_b4088))))	1	3
ALLK	[c] : all-D + atp --> adp + all6p + h			1	0	((b4084))	1	1
ALLPI	[c] : all6p <==> allul6p			1	0	((b4090))	1	1
ALLTAMH	[c] : alltt + (2) h + (2) h2o --> co2 + (2) nh4 + urdglyc			1	0	((b0516))	1	1
ALLtex	all-D[e] <==> all-D[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
ALLTN	[c] : alltn + h2o --> alltt + h			1	0	((b0512))	1	1
ALLTNt2rpp	alltn[p] + h[p] <==> alltn[c] + h[c]			1	0	((b0511))	1	1
ALLTNtex	alltn[e] <==> alltn[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
ALLULPE	[c] : allul6p <==> f6p			1	0	((b4085))	1	1
ALPATE160pp	[p] : alpp + pe160 --> 2agpe160 + lpp			1	0	((((b0657_AND_b1677))))	1	2
ALPATG160pp	[p] : alpp + pg160 --> 2agpg160 + lpp			1	0	((((b0657_AND_b1677))))	1	2
ALR2	[c] : h + mthgxl + nadph --> acetol + nadp			1	0	((((b0207)_OR_(b1781)_OR_(b3001)_OR_(b3012))))	4	1
ALR4x	[c] : acetol + h + nadh --> 12ppd-R + nad			1	0	((b3945))	1	1
ALTRH	[c] : altrn --> 2ddglcn + h2o			1	0	((b3091))	1	1
AM3PA	[c] : anhm3p + h2o --> LalaDgluMdap + anhm			1	0	((b0110))	1	1
AM4PA	[c] : anhm4p + h2o --> LalaDgluMdapDala + anhm			1	0	((b0110))	1	1
AM4PCP	[c] : anhm4p + h2o --> ala-D + anhm3p			1	0	((b1192))	1	1
AMALT1	[c] : malt + malttr --> glc-D + maltttr			1	0	((b3416))	1	1
AMALT2	[c] : malt + maltttr --> glc-D + maltpt			1	0	((b3416))	1	1
AMALT3	[c] : malt + maltpt --> glc-D + malthx			1	0	((b3416))	1	1
AMALT4	[c] : malt + malthx --> glc-D + malthp			1	0	((b3416))	1	1
AMANAPEr	[c] : acmanap <==> acgam6p			1	0	((b3223))	1	1
AMANK	[c] : acmana + atp --> acmanap + adp + h			1	0	((b3222))	1	1
AMAOTr	[c] : 8aonn + amet <==> amob + dann			1	0	((b0774))	1	1
AMMQLT8	[c] : 2dmmql8 + amet --> ahcys + h + mql8			1	0	((b3833))	1	1
AMPMS2	[c] : air + h2o + nad --> 4ampm + (2) for + (3) h + nadh			1	0	((b3994))	1	1
AMPN	[c] : amp + h2o --> ade + r5p			1	0	((b1982))	1	1
AMPTASECG	[c] : cgly + h2o --> cys-L + gly			1	0	((((b0237)_OR_(b0932)_OR_(b2523)_OR_(b4260))))	4	1
AMPTASEPG	[c] : h2o + progly --> gly + pro-L			1	0	((((b0237)_OR_(b0932)_OR_(b2523)_OR_(b4260))))	4	1
AMPtex	amp[e] <==> amp[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
ANHGMtex	anhgm[e] <==> anhgm[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
ANHMK	[c] : anhm + atp + h2o --> acmum6p + adp + h			1	0	((b1640))	1	1
ANPRT	[c] : anth + prpp --> ppi + pran			1	0	((b1263))	1	1
ANS	[c] : chor + gln-L --> anth + glu-L + h + pyr			1	0	((((b1263_AND_b1264))))	1	2
AOBUTDs	[c] : 2aobut + h --> aact + co2			1	0		0	0
AOXSr	[c] : ala-L + h + pmcoa <==> 8aonn + co2 + coa			1	0	((b0776))	1	1
AP4AH	[c] : ap4a + h2o --> (2) adp + (2) h			1	0	((b0049))	1	1
AP5AH	[c] : ap5a + h2o --> adp + atp + (2) h			1	0	((b0049))	1	1
APRAUR	[c] : 5apru + h + nadph --> 5aprbu + nadp			1	0	((b0414))	1	1
ARAI	[c] : arab-L <==> rbl-L			1	0	((b0062))	1	1
ARBabcpp	arab-L[p] + atp[c] + h2o[c] --> adp[c] + arab-L[c] + h[c] + pi[c]			1	0	((((b1900_AND_b1901_AND_b4460))))	1	3
ARBt2rpp	arab-L[p] + h[p] <==> arab-L[c] + h[c]			1	0	((b2841))	1	1
ARBt3ipp	arab-L[c] + h[p] --> arab-L[p] + h[c]			1	0	((b1528))	1	1
ARBtex	arab-L[e] <==> arab-L[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
ARBTNabcpp	arbtn-fe3[p] + atp[c] + h2o[c] --> adp[c] + arbtn-fe3[c] + h[c] + pi[c]			1	0	((((b0151_AND_b0152_AND_b0153))))	1	3
ARBTNexs	[e] : arbtn + fe3 --> arbtn-fe3			1	0		0	0
ARBTNR1	[c] : (2) arbtn-fe3 + fadh2 --> (2) arbtn + fad + (2) fe2 + (2) h			1	0		0	0
ARBTNR2	[c] : (2) arbtn-fe3 + fmnh2 --> (2) arbtn + (2) fe2 + fmn + (2) h			1	0		0	0
ARBTNR3	[c] : (2) arbtn-fe3 + rbflvrd --> (2) arbtn + (2) fe2 + (2) h + ribflv			1	0		0	0
ARBTNtex	arbtn[p] + h[p] --> arbtn[e] + h[c]			1	0		0	0
ARBTNtonex	arbtn-fe3[e] + h[p] --> arbtn-fe3[p] + h[c]			1	0		0	0
ARBTNtpp	arbtn[c] + h[p] --> arbtn[p] + h[c]			1	0		0	0
