Abbreviation	Equation	Lower	Upper	Present	Synthetic objective	GeneAssociation	Knockout cost	Knockin cost
NTPP7	[c] : dttp + h2o --> dtmp + h + ppi			1	0	((((b2251)_OR_(b2781))))	2	1
NTPP8	[c] : h2o + utp --> h + ppi + ump			1	0	((b2781))	1	1
NTPP9	[c] : h2o + itp --> h + imp + ppi			1	0	((b2954))	1	1
NTPTP1	[c] : dgtp + h2o --> dgsn + pppi			1	0	((b0160))	1	1
NTPTP2	[c] : gtp + h2o --> gsn + pppi			1	0	((b0160))	1	1
NTRIR2x	[c] : (5) h + (3) nadh + no2 --> (2) h2o + (3) nad + nh4			1	0	((((b3365_AND_b3366))))	1	2
NTRIR3pp	(2) h[p] + no2[p] + (3) q8h2[c] --> (2) h2o[p] + nh4[p] + (3) q8[c]			1	0	((((b4070_AND_b4071_AND_b4072_AND_b4073))))	1	4
NTRIR4pp	(2) h[p] + (3) mql8[c] + no2[p] --> (2) h2o[p] + (3) mqn8[c] + nh4[p]			1	0	((((b4070_AND_b4071_AND_b4072_AND_b4073))))	1	4
O16A4COLIPAtex	o16a4colipa[p] --> o16a4colipa[e]			1	0		0	0
O16A4Lpp	[p] : colipa + o16a4und --> h + o16a4colipa + udcpdp			1	0	((b3622))	1	1
O16AP1pp	[p] : (2) o16aund --> h + o16a2und + udcpdp			1	0	((((b2027_AND_b2035))))	1	2
O16AP2pp	[p] : o16a2und + o16aund --> h + o16a3und + udcpdp			1	0	((((b2027_AND_b2035))))	1	2
O16AP3pp	[p] : o16a3und + o16aund --> h + o16a4und + udcpdp			1	0	((((b2027_AND_b2035))))	1	2
O16AT	[c] : accoa + ragund --> aragund + coa			1	0	((b2033))	1	1
O16AUNDtpp	o16aund[c] --> o16aund[p]			1	0	((b2037))	1	1
O16GALFT	[c] : garagund + udpgalfur --> gfgaragund + h + udp			1	0	((b2034))	1	1
O16GLCT1	[c] : aragund + udpg --> garagund + h + udp			1	0	((b2032))	1	1
O16GLCT2	[c] : gfgaragund + udpg --> h + o16aund + udp			1	0		0	0
O2Stex	o2s[e] <==> o2s[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
O2tex	o2[e] <==> o2[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
O2tpp	o2[p] <==> o2[c]			1	0		0	0
OAADC	[c] : h + oaa --> co2 + pyr			1	0	((b1850))	1	1
OBTFL	[c] : 2obut + coa --> for + ppcoa			1	0	((((((((b0902_AND_b0903))_AND_b2579)))_OR_(((b0902_AND_b0903)))_OR_(((b0902_AND_b3114))))))	3	2
OCBT	[c] : cbp + orn <==> citr-L + h + pi			1	0	((((b0273)_OR_(b4254))))	2	1
OCDCAtexi	ocdca[e] --> ocdca[p]			1	0	((b2344))	1	1
OCDCEAtexi	ocdcea[e] --> ocdcea[p]			1	0	((b2344))	1	1
OCTAtex	octa[e] <==> octa[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
OCTDPS	[c] : frdp + (5) ipdp --> octdp + (5) ppi			1	0	((b3187))	1	1
ODECOAI	[c] : odecoa --> od2coa			1	0	((b3846))	1	1
OHPBAT	[c] : glu-L + ohpb <==> akg + phthr			1	0	((b0907))	1	1
OHPHM	[c] : 2ohph + amet --> 2omph + ahcys + h			1	0	((b2232))	1	1
OMBZLM	[c] : 2ombzl + amet --> 2ommbl + ahcys + h			1	0	((b3833))	1	1
OMCDC	[c] : 3c4mop + h --> 4mop + co2			1	0	((b0073))	1	1
OMMBLHX	[c] : 2ommbl + (0.5) o2 --> 2omhmbl			1	0	((b0662))	1	1
OMMBLHX3	[c] : 2ommbl + (2) atp + (3) h2o + nad --> 2omhmbl + (2) adp + (3) h + nadh + (2) pi			1	0		0	0
OMPDC	[c] : h + orot5p --> co2 + ump			1	0	((b1281))	1	1
OMPHHX	[c] : 2omph + (0.5) o2 --> 2ombzl			1	0	((b2907))	1	1
OMPHHX3	[c] : 2omph + (2) atp + (3) h2o + nad --> 2ombzl + (2) adp + (3) h + nadh + (2) pi			1	0		0	0
OP4ENH	[c] : h2o + op4en --> 4h2opntn			1	0	((b0350))	1	1
OPHBDC	[c] : 3ophb + h --> 2oph + co2			1	0	((((b2311)_OR_(b3843))))	2	1
OPHHX	[c] : 2oph + (0.5) o2 --> 2ohph			1	0	((b3835))	1	1
OPHHX3	[c] : 2oph + (2) atp + (3) h2o + nad --> 2ohph + (2) adp + (3) h + nadh + (2) pi			1	0		0	0
ORNabcpp	atp[c] + h2o[c] + orn[p] --> adp[c] + h[c] + orn[c] + pi[c]			1	0	((((b2306_AND_b2307_AND_b2308_AND_b2310))))	1	4
ORNDC	[c] : h + orn --> co2 + ptrc			1	0	((((b0693)_OR_(b2965))))	2	1
ORNtex	orn[e] <==> orn[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
OROTt2_2pp	(2) h[p] + orot[p] --> (2) h[c] + orot[c]			1	0	((b3528))	1	1
OROTtex	orot[e] <==> orot[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
ORPT	[c] : orot5p + ppi <==> orot + prpp			1	0	((b3642))	1	1
OXAMTC	[c] : oxur + pi --> cbp + oxam			1	0		0	0
OXGDC2	[c] : akg + h + thmpp --> co2 + ssaltpp			1	0	((b2264))	1	1
P5CD	[c] : 1pyr5c + (2) h2o + nad --> glu-L + h + nadh			1	0	((b1014))	1	1
P5CR	[c] : 1pyr5c + (2) h + nadph --> nadp + pro-L			1	0	((b0386))	1	1
PA120abcpp	atp[c] + h2o[c] + pa120[c] --> adp[c] + h[c] + pa120[p] + pi[c]			1	0	((b0914))	1	1
PA140abcpp	atp[c] + h2o[c] + pa140[c] --> adp[c] + h[c] + pa140[p] + pi[c]			1	0	((b0914))	1	1
PA141abcpp	atp[c] + h2o[c] + pa141[c] --> adp[c] + h[c] + pa141[p] + pi[c]			1	0	((b0914))	1	1
PA160abcpp	atp[c] + h2o[c] + pa160[c] --> adp[c] + h[c] + pa160[p] + pi[c]			1	0	((b0914))	1	1
PA161abcpp	atp[c] + h2o[c] + pa161[c] --> adp[c] + h[c] + pa161[p] + pi[c]			1	0	((b0914))	1	1
PA180abcpp	atp[c] + h2o[c] + pa180[c] --> adp[c] + h[c] + pa180[p] + pi[c]			1	0	((b0914))	1	1
PA181abcpp	atp[c] + h2o[c] + pa181[c] --> adp[c] + h[c] + pa181[p] + pi[c]			1	0	((b0914))	1	1
PACALDt2rpp	h[p] + pacald[p] <==> h[c] + pacald[c]			1	0		0	0
PACALDtex	pacald[e] <==> pacald[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
PACCOAL	[c] : atp + coa + pac --> amp + phaccoa + ppi			1	0	((b1398))	1	1
PANTS	[c] : ala-B + atp + pant-R --> amp + h + pnto-R + ppi			1	0	((b0133))	1	1
PAPA120	[c] : h2o + pa120 --> 12dgr120 + pi			1	0	((b1278))	1	1
PAPA120pp	[p] : h2o + pa120 --> 12dgr120 + pi			1	0	((b1278))	1	1
PAPA140	[c] : h2o + pa140 --> 12dgr140 + pi			1	0	((b1278))	1	1
PAPA140pp	[p] : h2o + pa140 --> 12dgr140 + pi			1	0	((b1278))	1	1
PAPA141	[c] : h2o + pa141 --> 12dgr141 + pi			1	0	((b1278))	1	1
PAPA141pp	[p] : h2o + pa141 --> 12dgr141 + pi			1	0	((b1278))	1	1
PAPA160	[c] : h2o + pa160 --> 12dgr160 + pi			1	0	((b1278))	1	1
PAPA160pp	[p] : h2o + pa160 --> 12dgr160 + pi			1	0	((b1278))	1	1
PAPA161	[c] : h2o + pa161 --> 12dgr161 + pi			1	0	((b1278))	1	1
PAPA161pp	[p] : h2o + pa161 --> 12dgr161 + pi			1	0	((b1278))	1	1
PAPA180	[c] : h2o + pa180 --> 12dgr180 + pi			1	0	((b1278))	1	1
PAPA180pp	[p] : h2o + pa180 --> 12dgr180 + pi			1	0	((b1278))	1	1
PAPA181	[c] : h2o + pa181 --> 12dgr181 + pi			1	0	((b1278))	1	1
PAPA181pp	[p] : h2o + pa181 --> 12dgr181 + pi			1	0	((b1278))	1	1
PAPPT3	[c] : udcpp + ugmda --> uagmda + ump			1	0	((b0087))	1	1
PAPSR	[c] : paps + trdrd --> (2) h + pap + so3 + trdox			1	0	((((((b2582_AND_b2762)))_OR_(((b2762_AND_b3781))))))	2	2
PAPSR2	[c] : grxrd + paps --> grxox + (2) h + pap + so3			1	0	((((((b0849_AND_b2762)))_OR_(((b1064_AND_b2762)))_OR_(((b1654_AND_b2762)))_OR_(((b2762_AND_b3610))))))	4	2
PDE1	[c] : camp + h2o --> amp + h			1	0	((b1489))	1	1
PDH	[c] : coa + nad + pyr --> accoa + co2 + nadh			1	0	((((b0114_AND_b0115_AND_b0116))))	1	3
PDX5PO2	[c] : nad + pdx5p --> h + nadh + pydx5p			1	0		0	0
PDX5POi	[c] : o2 + pdx5p --> h2o2 + pydx5p			1	0	((b1638))	1	1
PDX5PS	[c] : dxyl5p + nad + phthr --> co2 + h + (2) h2o + nadh + pdx5p + pi			1	0	((((b0052_AND_b2564))))	1	2
PDXPP	[c] : h2o + pdx5p --> pi + pydxn			1	0		0	0
PE120abcpp	atp[c] + h2o[c] + pe120[c] --> adp[c] + h[c] + pe120[p] + pi[c]			1	0	((b0914))	1	1
PE140abcpp	atp[c] + h2o[c] + pe140[c] --> adp[c] + h[c] + pe140[p] + pi[c]			1	0	((b0914))	1	1
PE141abcpp	atp[c] + h2o[c] + pe141[c] --> adp[c] + h[c] + pe141[p] + pi[c]			1	0	((b0914))	1	1
PE160abcpp	atp[c] + h2o[c] + pe160[c] --> adp[c] + h[c] + pe160[p] + pi[c]			1	0	((b0914))	1	1
PE161abcpp	atp[c] + h2o[c] + pe161[c] --> adp[c] + h[c] + pe161[p] + pi[c]			1	0	((b0914))	1	1
PE180abcpp	atp[c] + h2o[c] + pe180[c] --> adp[c] + h[c] + pe180[p] + pi[c]			1	0	((b0914))	1	1
PE181abcpp	atp[c] + h2o[c] + pe181[c] --> adp[c] + h[c] + pe181[p] + pi[c]			1	0	((b0914))	1	1
PEAMNOpp	[p] : h2o + o2 + peamn --> h2o2 + nh4 + pacald			1	0	((b1386))	1	1
PEAMNtex	peamn[e] <==> peamn[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
PERD	[c] : 4per + nad <==> h + nadh + ohpb			1	0	((b2320))	1	1
PETNT161pp	[p] : lipa + pe161 --> 12dgr161 + enlipa			1	0	((b3546))	1	1
PETNT181pp	[p] : lipa + pe181 --> 12dgr181 + enlipa			1	0	((b3546))	1	1
PFK	[c] : atp + f6p --> adp + fdp + h			1	0	((((b1723)_OR_(b3916))))	2	1
PFK_2	[c] : atp + tag6p-D --> adp + h + tagdp-D			1	0	((b3916))	1	1
PFL	[c] : coa + pyr --> accoa + for			1	0	((((((((b0902_AND_b0903))_AND_b2579)))_OR_(((b0902_AND_b0903)))_OR_(((b0902_AND_b3114)))_OR_(((b3951_AND_b3952))))))	4	2
PG120abcpp	atp[c] + h2o[c] + pg120[c] --> adp[c] + h[c] + pg120[p] + pi[c]			1	0	((b0914))	1	1
PG140abcpp	atp[c] + h2o[c] + pg140[c] --> adp[c] + h[c] + pg140[p] + pi[c]			1	0	((b0914))	1	1
PG141abcpp	atp[c] + h2o[c] + pg141[c] --> adp[c] + h[c] + pg141[p] + pi[c]			1	0	((b0914))	1	1
PG160abcpp	atp[c] + h2o[c] + pg160[c] --> adp[c] + h[c] + pg160[p] + pi[c]			1	0	((b0914))	1	1
PG161abcpp	atp[c] + h2o[c] + pg161[c] --> adp[c] + h[c] + pg161[p] + pi[c]			1	0	((b0914))	1	1
PG180abcpp	atp[c] + h2o[c] + pg180[c] --> adp[c] + h[c] + pg180[p] + pi[c]			1	0	((b0914))	1	1
PG181abcpp	atp[c] + h2o[c] + pg181[c] --> adp[c] + h[c] + pg181[p] + pi[c]			1	0	((b0914))	1	1
PGAMT	[c] : gam1p <==> gam6p			1	0	((b3176))	1	1
PGCD	[c] : 3pg + nad --> 3php + h + nadh			1	0	((b2913))	1	1
PGI	[c] : g6p <==> f6p			1	0	((b4025))	1	1
PGK	[c] : 3pg + atp <==> 13dpg + adp			1	0	((b2926))	1	1
PGL	[c] : 6pgl + h2o --> 6pgc + h			1	0	((b0767))	1	1
PGLYCP	[c] : 2pglyc + h2o --> glyclt + pi			1	0	((b3385))	1	1
PGM	[c] : 2pg <==> 3pg			1	0	((((b0755)_OR_(b3612)_OR_(b4395))))	3	1
PGMT	[c] : g1p <==> g6p			1	0	((((b0688)_OR_(b2690))))	2	1
PGP120abcpp	atp[c] + h2o[c] + pgp120[c] --> adp[c] + h[c] + pgp120[p] + pi[c]			1	0	((b0914))	1	1
PGP140abcpp	atp[c] + h2o[c] + pgp140[c] --> adp[c] + h[c] + pgp140[p] + pi[c]			1	0	((b0914))	1	1
PGP141abcpp	atp[c] + h2o[c] + pgp141[c] --> adp[c] + h[c] + pgp141[p] + pi[c]			1	0	((b0914))	1	1
PGP160abcpp	atp[c] + h2o[c] + pgp160[c] --> adp[c] + h[c] + pgp160[p] + pi[c]			1	0	((b0914))	1	1
PGP161abcpp	atp[c] + h2o[c] + pgp161[c] --> adp[c] + h[c] + pgp161[p] + pi[c]			1	0	((b0914))	1	1
PGP180abcpp	atp[c] + h2o[c] + pgp180[c] --> adp[c] + h[c] + pgp180[p] + pi[c]			1	0	((b0914))	1	1
PGP181abcpp	atp[c] + h2o[c] + pgp181[c] --> adp[c] + h[c] + pgp181[p] + pi[c]			1	0	((b0914))	1	1
PGPP120	[c] : h2o + pgp120 --> pg120 + pi			1	0	((((b0418)_OR_(b1278))))	2	1
PGPP120pp	[p] : h2o + pgp120 --> pg120 + pi			1	0	((((b0418)_OR_(b1278))))	2	1
PGPP140	[c] : h2o + pgp140 --> pg140 + pi			1	0	((((b0418)_OR_(b1278))))	2	1
PGPP140pp	[p] : h2o + pgp140 --> pg140 + pi			1	0	((((b0418)_OR_(b1278))))	2	1
PGPP141	[c] : h2o + pgp141 --> pg141 + pi			1	0	((((b0418)_OR_(b1278))))	2	1
PGPP141pp	[p] : h2o + pgp141 --> pg141 + pi			1	0	((((b0418)_OR_(b1278))))	2	1
PGPP160	[c] : h2o + pgp160 --> pg160 + pi			1	0	((((b0418)_OR_(b1278))))	2	1
PGPP160pp	[p] : h2o + pgp160 --> pg160 + pi			1	0	((((b0418)_OR_(b1278))))	2	1
PGPP161	[c] : h2o + pgp161 --> pg161 + pi			1	0	((((b0418)_OR_(b1278))))	2	1
PGPP161pp	[p] : h2o + pgp161 --> pg161 + pi			1	0	((((b0418)_OR_(b1278))))	2	1
PGPP180	[c] : h2o + pgp180 --> pg180 + pi			1	0	((((b0418)_OR_(b1278))))	2	1
PGPP180pp	[p] : h2o + pgp180 --> pg180 + pi			1	0	((((b0418)_OR_(b1278))))	2	1
PGPP181	[c] : h2o + pgp181 --> pg181 + pi			1	0	((((b0418)_OR_(b1278))))	2	1
PGPP181pp	[p] : h2o + pgp181 --> pg181 + pi			1	0	((((b0418)_OR_(b1278))))	2	1
PGSA120	[c] : cdpdddecg + glyc3p --> cmp + h + pgp120			1	0	((b1912))	1	1
PGSA140	[c] : cdpdtdecg + glyc3p --> cmp + h + pgp140			1	0	((b1912))	1	1
PGSA141	[c] : cdpdtdec7eg + glyc3p --> cmp + h + pgp141			1	0	((b1912))	1	1
PGSA160	[c] : cdpdhdecg + glyc3p --> cmp + h + pgp160			1	0	((b1912))	1	1
PGSA161	[c] : cdpdhdec9eg + glyc3p --> cmp + h + pgp161			1	0	((b1912))	1	1
PGSA180	[c] : cdpdodecg + glyc3p --> cmp + h + pgp180			1	0	((b1912))	1	1
PGSA181	[c] : cdpdodec11eg + glyc3p --> cmp + h + pgp181			1	0	((b1912))	1	1
PHEMEabcpp	atp[c] + h2o[c] + pheme[c] --> adp[c] + h[c] + pheme[p] + pi[c]			1	0	((((b2199_AND_b2200_AND_b2201))))	1	3
PHEMEtiex	pheme[p] --> pheme[e]			1	0		0	0
PHEt2rpp	h[p] + phe-L[p] <==> h[c] + phe-L[c]			1	0	((((b0112)_OR_(b0576))))	2	1
PHETA1	[c] : akg + phe-L <==> glu-L + phpyr			1	0	((((b0928)_OR_(b3770)_OR_(b4054))))	3	1
PHEtex	phe-L[e] <==> phe-L[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
PHETRS	[c] : atp + phe-L + trnaphe --> amp + phetrna + ppi			1	0	((((b1713_AND_b1714))))	1	2
PHYTSpp	[p] : (6) h2o + minohp --> inost + (6) pi			1	0	((b0980))	1	1
PIt2rpp	h[p] + pi[p] <==> h[c] + pi[c]			1	0	((((b2987)_OR_(b3493))))	2	1
PItex	pi[e] <==> pi[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
PIuabcpp	atp[c] + h2o[c] + pi[p] --> adp[c] + h[c] + (2) pi[c]			1	0	((((b3725_AND_b3726_AND_b3727_AND_b3728))))	1	4
PLIPA1A120pp	[p] : h2o + pa120 --> 2ddecg3p + ddca			1	0	((b3821))	1	1
PLIPA1A140pp	[p] : h2o + pa140 --> 2tdecg3p + ttdca			1	0	((b3821))	1	1
PLIPA1A141pp	[p] : h2o + pa141 --> 2tdec7eg3p + ttdcea			1	0	((b3821))	1	1
PLIPA1A160pp	[p] : h2o + pa160 --> 2hdecg3p + hdca			1	0	((b3821))	1	1
PLIPA1A161pp	[p] : h2o + pa161 --> 2hdec9eg3p + hdcea			1	0	((b3821))	1	1
PLIPA1A180pp	[p] : h2o + pa180 --> 2odecg3p + ocdca			1	0	((b3821))	1	1
PLIPA1A181pp	[p] : h2o + pa181 --> 2odec11eg3p + ocdcea			1	0	((b3821))	1	1
PLIPA1E120pp	[p] : h2o + pe120 --> 2agpe120 + ddca + h			1	0	((b3821))	1	1
PLIPA1E140pp	[p] : h2o + pe140 --> 2agpe140 + h + ttdca			1	0	((b3821))	1	1
PLIPA1E141pp	[p] : h2o + pe141 --> 2agpe141 + h + ttdcea			1	0	((b3821))	1	1
PLIPA1E160pp	[p] : h2o + pe160 --> 2agpe160 + h + hdca			1	0	((b3821))	1	1
PLIPA1E161pp	[p] : h2o + pe161 --> 2agpe161 + h + hdcea			1	0	((b3821))	1	1
PLIPA1E180pp	[p] : h2o + pe180 --> 2agpe180 + h + ocdca			1	0	((b3821))	1	1
PLIPA1E181pp	[p] : h2o + pe181 --> 2agpe181 + h + ocdcea			1	0	((b3821))	1	1
PLIPA1G120pp	[p] : h2o + pg120 --> 2agpg120 + ddca + h			1	0	((b3821))	1	1
PLIPA1G140pp	[p] : h2o + pg140 --> 2agpg140 + h + ttdca			1	0	((b3821))	1	1
PLIPA1G141pp	[p] : h2o + pg141 --> 2agpg141 + h + ttdcea			1	0	((b3821))	1	1
PLIPA1G160pp	[p] : h2o + pg160 --> 2agpg160 + h + hdca			1	0	((b3821))	1	1
PLIPA1G161pp	[p] : h2o + pg161 --> 2agpg161 + h + hdcea			1	0	((b3821))	1	1
PLIPA1G180pp	[p] : h2o + pg180 --> 2agpg180 + h + ocdca			1	0	((b3821))	1	1
PLIPA1G181pp	[p] : h2o + pg181 --> 2agpg181 + h + ocdcea			1	0	((b3821))	1	1
PLIPA2A120pp	[p] : h2o + pa120 --> 1ddecg3p + ddca + h			1	0	((b3821))	1	1
PLIPA2A140pp	[p] : h2o + pa140 --> 1tdecg3p + h + ttdca			1	0	((b3821))	1	1
PLIPA2A141pp	[p] : h2o + pa141 --> 1tdec7eg3p + h + ttdcea			1	0	((b3821))	1	1
PLIPA2A160pp	[p] : h2o + pa160 --> 1hdecg3p + h + hdca			1	0	((b3821))	1	1
PLIPA2A161pp	[p] : h2o + pa161 --> 1hdec9eg3p + h + hdcea			1	0	((b3821))	1	1
PLIPA2A180pp	[p] : h2o + pa180 --> 1odecg3p + h + ocdca			1	0	((b3821))	1	1
PLIPA2A181pp	[p] : h2o + pa181 --> 1odec11eg3p + h + ocdcea			1	0	((b3821))	1	1
PLIPA2E120pp	[p] : h2o + pe120 --> 1agpe120 + ddca + h			1	0	((b3821))	1	1
PLIPA2E140pp	[p] : h2o + pe140 --> 1agpe140 + h + ttdca			1	0	((b3821))	1	1
PLIPA2E141pp	[p] : h2o + pe141 --> 1agpe141 + h + ttdcea			1	0	((b3821))	1	1
PLIPA2E160pp	[p] : h2o + pe160 --> 1agpe160 + h + hdca			1	0	((b3821))	1	1
PLIPA2E161pp	[p] : h2o + pe161 --> 1agpe161 + h + hdcea			1	0	((b3821))	1	1
PLIPA2E180pp	[p] : h2o + pe180 --> 1agpe180 + h + ocdca			1	0	((b3821))	1	1
PLIPA2E181pp	[p] : h2o + pe181 --> 1agpe181 + h + ocdcea			1	0	((b3821))	1	1
PLIPA2G120pp	[p] : h2o + pg120 --> 1agpg120 + ddca + h			1	0	((b3821))	1	1
PLIPA2G140pp	[p] : h2o + pg140 --> 1agpg140 + h + ttdca			1	0	((b3821))	1	1
PLIPA2G141pp	[p] : h2o + pg141 --> 1agpg141 + h + ttdcea			1	0	((b3821))	1	1
PLIPA2G160pp	[p] : h2o + pg160 --> 1agpg160 + h + hdca			1	0	((b3821))	1	1
PLIPA2G161pp	[p] : h2o + pg161 --> 1agpg161 + h + hdcea			1	0	((b3821))	1	1
PLIPA2G180pp	[p] : h2o + pg180 --> 1agpg180 + h + ocdca			1	0	((b3821))	1	1
PLIPA2G181pp	[p] : h2o + pg181 --> 1agpg181 + h + ocdcea			1	0	((b3821))	1	1
PMANM	[c] : man1p <==> man6p			1	0	((b2048))	1	1
PMDPHT	[c] : 5aprbu + h2o --> 4r5au + pi			1	0		0	0
PMPK	[c] : 4ampm + atp --> 2mahmp + adp			1	0	((b2103))	1	1
PNTK	[c] : atp + pnto-R --> 4ppan + adp + h			1	0	((b3974))	1	1
PNTOt4pp	na1[p] + pnto-R[p] --> na1[c] + pnto-R[c]			1	0	((b3258))	1	1
PNTOtex	pnto-R[e] <==> pnto-R[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
POX	[c] : h2o + pyr + q8 --> ac + co2 + q8h2			1	0	((b0871))	1	1
PPA	[c] : h2o + ppi --> h + (2) pi			1	0	((((b2502)_OR_(b2744)_OR_(b4226))))	3	1
PPA2	[c] : h2o + pppi --> h + pi + ppi			1	0	((((b2502)_OR_(b2744))))	2	1
PPAKr	[c] : adp + ppap <==> atp + ppa			1	0	((b3115))	1	1
PPALtex	ppal[e] <==> ppal[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
PPALtpp	ppal[c] <==> ppal[p]			1	0		0	0
PPAt4pp	na1[p] + ppa[p] --> na1[c] + ppa[c]			1	0	((b1015))	1	1
PPAtex	ppa[e] <==> ppa[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
PPBNGS	[c] : (2) 5aop --> h + (2) h2o + ppbng			1	0	((b0369))	1	1
PPC	[c] : co2 + h2o + pep --> h + oaa + pi			1	0	((b3956))	1	1
PPCDC	[c] : 4ppcys + h --> co2 + pan4p			1	0	((b3639))	1	1
PPCK	[c] : atp + oaa --> adp + co2 + pep			1	0	((b3403))	1	1
PPCSCT	[c] : ppcoa + succ --> ppa + succoa			1	0	((b2920))	1	1
PPGPPDP	[c] : h2o + ppgpp --> gdp + ppi			1	0	((b3650))	1	1
PPK2r	[c] : atp + ppi <==> adp + pppi			1	0	((b2501))	1	1
PPKr	[c] : atp + pi <==> adp + ppi			1	0	((b2501))	1	1
PPM	[c] : r1p <==> r5p			1	0	((((b3380)_OR_(b4383))))	2	1
PPM2	[c] : 2dr1p <==> 2dr5p			1	0	((b4383))	1	1
PPNCL2	[c] : 4ppan + ctp + cys-L --> 4ppcys + cmp + h + ppi			1	0	((b3639))	1	1
PPND	[c] : nad + pphn --> 34hpp + co2 + nadh			1	0	((b2600))	1	1
PPNDH	[c] : h + pphn --> co2 + h2o + phpyr			1	0	((b2599))	1	1
PPPGO	[c] : (1.5) o2 + pppg9 --> (3) h2o + ppp9			1	0	((b3850))	1	1
PPPGO3	[c] : (3) fum + pppg9 --> ppp9 + (3) succ			1	0	((b3850))	1	1
PPPNDO	[c] : h + nadh + o2 + pppn --> cechddd + nad			1	0	((((b2538_AND_b2539_AND_b2540_AND_b2542))))	1	4
PPPNt2rpp	h[p] + pppn[p] <==> h[c] + pppn[c]			1	0	((b2536))	1	1
PPPNtex	pppn[e] <==> pppn[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
PPS	[c] : atp + h2o + pyr --> amp + (2) h + pep + pi			1	0	((b1702))	1	1
PPTHpp	[p] : h2o + ppt --> h2 + pi			1	0	((b0383))	1	1
PPTtex	ppt[e] <==> ppt[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
PRAGSr	[c] : atp + gly + pram <==> adp + gar + h + pi			1	0	((b4005))	1	1
PRAIi	[c] : pran --> 2cpr5p			1	0	((b1262))	1	1
PRAIS	[c] : atp + fpram --> adp + air + (2) h + pi			1	0	((b2499))	1	1
PRAMPC	[c] : h2o + prbamp --> prfp			1	0	((b2026))	1	1
PRASCS	[c] : 5aizc + asp-L + atp --> 25aics + adp + h + pi			1	0	((b2476))	1	1
PRATPP	[c] : h2o + prbatp --> h + ppi + prbamp			1	0	((b2026))	1	1
PRFGS	[c] : atp + fgam + gln-L + h2o --> adp + fpram + glu-L + h + pi			1	0	((b2557))	1	1
PRMICI	[c] : prfp <==> prlp			1	0	((b2024))	1	1
PROabcpp	atp[c] + h2o[c] + pro-L[p] --> adp[c] + h[c] + pi[c] + pro-L[c]			1	0	((((b2677_AND_b2678_AND_b2679))))	1	3
PROD2	[c] : fad + pro-L --> 1pyr5c + fadh2 + h			1	0	((b1014))	1	1
PROGLYabcpp	atp[c] + h2o[c] + progly[p] --> adp[c] + h[c] + pi[c] + progly[c]			1	0	((((b3540_AND_b3541_AND_b3542_AND_b3543_AND_b3544))))	1	5
PROGLYtex	progly[e] <==> progly[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
PROt2rpp	h[p] + pro-L[p] <==> h[c] + pro-L[c]			1	0	((b4111))	1	1
PROt4pp	na1[p] + pro-L[p] --> na1[c] + pro-L[c]			1	0	((b1015))	1	1
PROtex	pro-L[e] <==> pro-L[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
PROTRS	[c] : atp + pro-L + trnapro --> amp + ppi + protrna			1	0	((b0194))	1	1
PRPPS	[c] : atp + r5p <==> amp + h + prpp			1	0	((b1207))	1	1
PSCLYSt2pp	h[p] + psclys[p] --> h[c] + psclys[c]			1	0	((b3370))	1	1
PSCLYStex	psclys[e] <==> psclys[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
PSCVT	[c] : pep + skm5p <==> 3psme + pi			1	0	((b0908))	1	1
PSD120	[c] : h + ps120 --> co2 + pe120			1	0	((b4160))	1	1
PSD140	[c] : h + ps140 --> co2 + pe140			1	0	((b4160))	1	1
PSD141	[c] : h + ps141 --> co2 + pe141			1	0	((b4160))	1	1
PSD160	[c] : h + ps160 --> co2 + pe160			1	0	((b4160))	1	1
PSD161	[c] : h + ps161 --> co2 + pe161			1	0	((b4160))	1	1
PSD180	[c] : h + ps180 --> co2 + pe180			1	0	((b4160))	1	1
PSD181	[c] : h + ps181 --> co2 + pe181			1	0	((b4160))	1	1
