KEGG, CAS,PubChem,ChEBI,NIKKAJI,PDB-CCD,KNApSAcK,3DMET,LIPIDMAPS,GlycomeDB,CCSD,JCGGDB,LipidBank
C08616,559-70-6,10809,10352,J6.490D, ,C00003738,B02270,LMPR0106150015, , , ,SST0136|SST9145
C08611,3763-55-1,10804,8907,J8.245G, ,C00003785,B02265,LMPR01070281, , , ,VCA1046
C08610,116-30-3,10803,8835,J10.097H, ,C00003784,B02264,LMPR01070280, , , ,VCA0022
C08613,547-23-9,10806,9638,J674.606C, ,C00003786,B02267,LMPR01070088, , , , 
C08612,60029-67-6,10805,27898,J2.766.313C, , ,B02266, , , , , 
C08619,472-15-1,10812,3087,J11.885K, ,C00003741,B02273, , , , , 
C08618,473-98-3,10811,3086,J5.959E, ,C00003740,B02272, , , , , 
C12876,2/2/1953,583265,32229, , , , , , , , , 
C12871,192725-17-0,583260,31781,J1.543.461I,AB1, , , , , , , 
C15479,6018-53-7,17396473,59276,J10.568F, , , , , , , , 
C15478,6931-59-5,17396472,79970,J14.867I, , , , , , , , 
C15477,111757-17-6,17396471,79969,J458.729D, , , , , , , , 
C15476,56862-28-3,17396470,79968,J324.820H, , , , , , , , 
C15475,5466-89-7,17396469,79967,J23.582B, , , , , , , , 
C15474,533-75-5,17396468,79966,J44.110D,0TR, , , , , , , 
C15473,7439-93-2,47204991,30146,J3.098H, , , , , , , , 
C15472,7440-56-4,47204990,30443,J95.195A, , , , , , , , 
C15471,7440-69-9,47204989,30421,J1.854F, , , , , , , , 
C15470,8001-35-2,17396467,77850,J627K, , , , , , , , 
C00026,328-50-7,3328,30915,J11.847H,AKG,C00000769,B00008, , , , , 
C07035,40580-59-4,9247,5555,J16.514J, , , , , , , , 
C07036,55-65-2,9248,5557,J4.562D, , , , , , , , 
C07037,29110-47-2,9249,5558,J21.225C, , , , , , , , 
C07030, ,9242,27883,J2.764.879G, , ,B05241, , , , , 
C00023,7439-89-6,3325,18248,J95.171D, , , , , , , , 
C00020,61-19-8,3322,16027,J4.814C,A|AMP|AP7,C00019347,B01133, , , , , 
C00021,979-92-0,3323,16680,J14.397I,SAH,C00007230,B01134, , , , , 
C00028, ,3330,15339, , , , , , , , , 
C00029,133-89-1,3331,18066|46229,J9.610E,UPG,C00001514,B04622, , , , , 
C16043, ,47205353,80265,J374.466C, , , , , , , , 
C05768, ,8063,28607,J357.100I,1CP, ,B00839, , , , , 
C05769,531-14-6,8064,28421,J14.377D, , ,B00840, , , , , 
C05766, ,8061,28766,J39.042I, , ,B00837, , , , , 
C05767,607-14-7,8062,27484,J12.288B, , ,B00838, , , , , 
C05764, ,8059,5697, , , , ,LMFA07060040, , , , 
C05765, ,8060,28296,J2.278.669E, , , , , , , , 
C05762, ,8057,1639, , , , ,LMFA07060019, , , , 
C05763, ,8058,10729, , , , ,LMFA07060020, , , , 
C05760, ,8055,10735, , , , ,LMFA07060018, , , , 
C05761, ,8056,50651, , , , , , , , , 
C16046, ,47205356,80268,J2.796.857K, , , , , , , , 
C20561, ,172232298, , , , , , , , , , 
C12298,150-84-5,582689,70478,J2.964E, ,C00035564,B05624,LMPR0102010015, , , , 
C12299,103-54-8,582690,31402,J4.022C, ,C00035072, , , , , , 
C13037,52-76-6,583426,31790,J4.134C, , ,B04565,LMST02030127, , , ,SST0254
C04117, ,6806, , , , , , , , , , 
C12292,106-32-1,14436,31574,J2.857F, ,C00035613, ,LMFA07010447, , , , 
C12293,110-45-2,14437,31726,J1.973I, , , ,LMFA07010575, , , , 
C12290,108-64-5,14434,31571,J1.967D, , , ,LMFA07010511, , , , 
C12296,123-92-2,14440,31725,J2.012E, ,C00035116, , , , , , 
C04114, ,6803,17237|1774,J526.836B, , ,B00681, , , , , 
C12294,105-86-2,14438,31648,J2.855J, , , ,LMFA07010611, , , , 
C12295,105-85-1,14439,31406,J2.854A, ,C00035565,B05623,LMPR0102010014, , , , 
C20562, ,172232299, , , , , , , , , , 
C20565, ,172232302, , ,2BA, , , , , , , 
C04110, ,6800,17136,J13.305A, ,C00049089,B00679, , , , , 
C20566, ,172232303, , , , , , , , , , 
C03647, ,6428,27671,J784.052G, , , , , , , , 
C03646, ,6427,17257,J1.707.057F, , ,B04908, , , , , 
C03645, ,6426,37572, , , , , , , , , 
C03643, ,6425, , , , , , , , , , 
C03642,15324-65-9,6424,17864,J682.199E, , ,B01678,LMST05020003, , , , 
C03641, ,6423,37424,J2.743.779F, , , , , , , , 
C03640, ,6422,52897,J619.421D,SPU, ,B01677,LMSP01060001, , , , 
C03649, ,6430, , , , , , , , , , 
C03648, ,6429,17343,J862.802E, ,C00020638,B01679, , , , , 
C12128, ,14275,31028,J18.806I, ,C00008805,B04427,LMPK12020036, , , , 
C12129, ,14276,31220,J2.780.827A, , , , , , , , 
C12124,55167-29-8,14271,74812,J972.197E, ,C00008975,B05607, , , , , 
C12125, ,14272,29608,J11.633E,HMO,C00009382,B04425,LMPK12050039, , , , 
C12126, ,14273,31488, , , , ,LMSP02020000, , , , 
C12127,970-73-0,14274,31018|68330,J277.679K, ,C00008817|C00035626,B04426,LMPK12020002, , , , 
C12120, ,14267,29501,J1.149.377G, , , , , , , , 
C12121, ,14268,29490,J2.054.722G, , , , , , , , 
C12122, ,14269,29620,J1.968.658B, , , , , , , , 
C12123,2196-14-7,14270,29503,J78.045F, ,C00003800,B04424,LMPK12110035, , , , 
G04505, , , , , , , , ,20197,43234,JCGG-STR010999, 
G12268, , , , , , , , ,24805,11015|11019|13218|14213|14283|18670,JCGG-STR015918, 
G12269, , , , , , , , ,21874,17146,JCGG-STR012793, 
G04501, , , , , , , , ,20195,26136,JCGG-STR010997, 
G04502, , , , , , , , ,20196,43235,JCGG-STR010998, 
C13453,7/7/8066,586193,32304,J15.578K, ,C00007240|C00036906, , , , , , 
C13452,1401-55-4,586192,75211, , , , , , , , , 
C13451,12699-00-2,853865,35024,J147.074D, , , , , , , , 
C13450,12698-99-6,586191,35023,J147.073F, ,C00043078, , , , , , 
G04508, , , , , , , , ,2048,23841,JCGG-STR011307, 
G12267, , , , , , , , ,24804,5345,JCGG-STR015917, 
C13455, ,586195,31157,J489.427H|J751.663K, ,C00007236, , , , , , 
C13454, ,586194,32303,J821.718A, , , , , , , , 
C01869,614-35-7,4983,119,J56.760D, , , , , , , , 
C01868, ,4982,15403,J2.075.646B, ,C00000828, ,LMPR0102120049, , , , 
C01861, ,4976,15987,J2.214.948B, , ,B01511, , , , , 
C01860,28624-60-4,4975,15861,J17.359B, ,C00012601,B01510,LMPR0103180001, , , , 
C01863,1674-44-8,4977,18073,J244.841F, , , , , , , , 
C01865,110703-94-1,4979,46609,J360.579E,ZST, , , , , , , 
C01864,298-81-7,4978,18358,J2.983A,8MO,C00000576,B00362, , , , , 
C01867, ,4981, , , , , , , , , , 
C01866, ,4980,35627, , , , , , , , , 
C17518,586-81-2,96023863,81151,J9.439K, ,C00010935, , , , , , 
C17519,21233-18-1,96023864,81152,J16.195K, ,C00010798, , , , , , 
C17516, ,96023861,81150, , , , , , , , , 
C17517,138-87-4,96023862,9380,J5.638C, ,C00048331, , , , , , 
C17514, ,96023859,81148, , ,C00029277, , , , , , 
C17515,64317-66-4,96023860,81149,J73.489F, , , , , , , , 
C17512, ,96023857,81147,J1.374.332K, , , , , , , , 
C17513, ,96023858,62771,J40.299K, ,C00045803, , , , , , 
C17510, ,96023856,81146, , , , , , , , , 
C06079,56299-00-4,8345,7883,J86.060C, ,C00003176,B01964, , , , , 
C06078,138-86-3,8344,15384,J2.532A, ,C00000823|C00003043,B05158, , , , , 
C06077, ,8343,17187, , , , , , , , , 
C06076,79-92-5,8342,3830,J39.020H, ,C00000818|C00003029, , , , , , 
C06075,586-62-9,8341,9457,J9.438B, ,C00000861,B00897,LMPR0102090062, , , , 
C06074,123-35-3,8340,17221,J2.010I, ,C00000853,B00896,LMPR0102010005, , , , 
C06071,26660-57-1,8338,18370,J17.142E, ,C00003077,B01963,LMPR0102070005, , , , 
C06070,69098-42-6,8337,5968,J2.370.749G, , ,B05157,LMPR0102070004, , , , 
C13980,5321-32-4,854221,34789,J147.310G, , , , , , , , 
C02514, ,5524,1506,J2.371.217B, , ,B00456, , , , , 
C02515,70-78-0,5525,27847,J4.880A,IYR, ,B01585, , , , , 
C02517, ,5527,1643,J2.737.081K, , , , , , , , 
C02512,6232-19-5,5522,16934,J51.820D, ,C00001350,B01584, , , , , 
C02513,39750-00-0,5523,17058,J576.787C, , ,B04853,LMST01010172, , , , 
C02518,65-49-6,5528,27565,J4.838K,BHA, , , , , , , 
C02519,100-09-4,5529,40813,J3.229H,ANN,C00029536|C00041076, , , , , , 
C10188,603-61-2,12374,67492,J839G, ,C00004636,B03621,LMPK12110606, , , , 
C10189,571-72-2,12375,9395,J853.918I, ,C00001104,B03622,LMPK12113151, , , , 
C10180,27782-63-4,12366,9024,J374.261J, ,C00001096,B03613,LMPK12112861, , , , 
C10181,51938-32-0,12367,9047,J10.417E, ,C00006177,B03614, , , , , 
C10182,521-34-6,12368,9050,J92.489J, ,C00001098,B03615,LMPK12040006, , , , 
C10183,55084-08-7,12369,9061,J55.619J, ,C00001099,B03616,LMPK12111423, , , , 
C10184,529-53-3,12370,9062,J6.686I, ,C00003834,B03617,LMPK12111160, , , , 
C10185,571-74-4,12371,9131,J688.363J, ,C00001100,B03618,LMPK12113150, , , , 
C10186,2306-27-6,12372,9159,J94.519F, ,C00013596,B03619,LMPK12111250, , , , 
C10187,6980-25-2,12373,9369,J15.605A, ,C00001102,B03620, , , , , 
C19370,6373-74-6,124490042,82425, , , , , , , , , 
C19371,523-44-4,124490043,82426, , , , , , , , , 
C19372,1936-15-8,124490044,82427, , , , , , , , , 
C19373,2425-85-6,124490045,82428, , , , , , , , , 
C19374,87-29-6,124490046,82429, , , , , , , , , 
C07853,7020-55-5,10055,3743,J350.296A, , , , , , , , 
C19376,102-50-1,124490048,82430, , , , , , , , , 
C19377,4170-30-3,124490049,41607, ,CRD, , , , , , , 
C19378,139-05-9,124490050,82431, , , , , , , , , 
C19379,12663-46-6,124490051,82432, , , , , , , , , 
C11587,136553-81-6,13752,2965,J449.797J, , , , , , , , 
C11586,27710-10-7,13751,10320,J246.104H, , , , , , , , 
C11585,25892-63-1,13750,1905,J387.587C,MUX, , , , , , , 
C11584,6160-80-1,13749,1904,J211.426G, , , , , , , , 
C11583, ,13748,1831,J625.455A, , , , , , , , 
C11582,41052-75-9,13747,1046,J257.191I, , , , , , , , 
C11581, ,13746,2303,J1.477.891H, ,C00004990, ,LMPK12111641, , , , 
C11580, ,13745,2301,J2.775.209H, ,C00005004, ,LMPK12110560, , , , 
C11589, ,13754,2967,J2.775.231D, , , , , , , , 
C11588, ,13753,10472,J2.775.230F, , ,B04275, , , , , 
C15806, ,47205131,64476, , , , , , , , , 
C15807, ,47205132,80099, , , , , , , , , 
C15804, ,47205129, , , , , , , , , , 
C15805, ,47205130,64475, , , , , , , , , 
C15802, ,47205127,20712,J146.605D, , , , , , , , 
C15803, ,47205128,80098,J1.076.361D, , , , , , , , 
C15800, ,47205125,20710,J642.180F, , , , , , , , 
C15801, ,47205126,20717,J641.851A, , , , , , , , 
C15808, ,47205133,50591,J1.817.123F,4D8, , ,LMST01010150, , , , 
C15809,12/2/4472,47205134,53647,J478.944J, , , , , , , , 
G00971, , , , , , , , ,17836,2316|12834|25030|27851|44948|46202,JCGG-STR008423, 
G00970, , , , , , , , ,17835,15376|15379|17712|20053|21267|34547,JCGG-STR008422, 
G00973, , , , , , , , ,9089,2941|11658|11791,JCGG-STR030364,GSG1399
G00972, , , , , , , , ,17837,30614|31950|40692|40973|41837|49672,JCGG-STR008424, 
G00975, , , , , , , , ,620,1597|7737|9128|16551|16887|21534|36184,JCGG-STR027252,GSG1316
G00974, , , , , , , , ,1870,1760|5249|8185|8186|35748|46613,JCGG-STR009368, 
G00977, , , , , , , , ,17839,6739|6740|6742|6743|11759|15696,JCGG-STR008426, 
G00976, , , , , , , , ,17838,2015|2017|7529|30021|32306|49246,JCGG-STR008425, 
G00979, , , , , , , , ,452,1320|22401|25663|26406|31756|33110,JCGG-STR025471,GSG1238
G00978, , , , , , , , ,1049,1057|1058|7404|9154|14552|25781|40443,JCGG-STR000545,GSG1228
C04006, ,6716,18169,J373.685G,LIP, ,B01710, , , , , 
C04007, ,6717,27590,J630.327G, , , , , , , , 
C04000, ,6713,16079,J756.968H, , , , , , , , 
C04001, ,6714, , , , , , , , , , 
C04002, ,6715,17516,J181.759K, , ,B00663, , , , , 
G03699, , , , , , , , ,19622,2956|42757,JCGG-STR010374, 
G03698, , , , , , , , ,19621,1967,JCGG-STR010373, 
G03691, , , , , , , , ,3638,9123,JCGG-STR024525, 
G03690, , , , , , , , ,19615,21434,JCGG-STR010366, 
G03693, , , , , , , , ,19616,13915,JCGG-STR010367, 
G03692, , , , , , , , ,15908,2125,JCGG-STR006426, 
G03695, , , , , , , , ,19618,9059,JCGG-STR010369, 
G03694, , , , , , , , ,19617,4658,JCGG-STR010368, 
G03697, , , , , , , , ,19620,1943,JCGG-STR010372, 
G03696, , , , , , , , ,19619,9094,JCGG-STR010370, 
C10979,84332-86-5,13162,3656,J20.646F, , , , , , , , 
C10978, ,13161,9676,J720.782D, , , , , , , , 
C10971, ,13154,6020,J807.594H, , , , , , , , 
C10970,73943-10-9,13153,8986,J23.755H, , , , , , , , 
C10973, ,13156,9529,J571.146K, , , , , , , , 
C10972, ,13155,5877,J478.237B, , , , , , , , 
C10975, ,13158,9677,J571.153C, , , , , , , , 
C10974, ,13157,1894,J492.785K, , , , , , , , 
C10977, ,13160,9528,J720.783B, , , , , , , , 
C10976,2549-61-3,13159,663,J329.705E, , , , , , , , 
G02134, , , , , , , , ,18572,9743|24704|42486,JCGG-STR009227, 
G03525, , , , , , , , ,19510,11313|11341,JCGG-STR010251, 
G03524, , , , , , , , ,19509,9663|9780,JCGG-STR010249, 
G03523, , , , , , , , ,19508,11315|11343,JCGG-STR010248, 
G03522, , , , , , , , ,19507,10318|42281,JCGG-STR010247, 
G06469, , , , , , , , ,7700,4174,JCGG-STR028852, 
G06468, , , , , , , , ,1796,44460,JCGG-STR008557, 
G06461, , , , , , , , , ,22995, , 
G06463, , , , , , , , ,21585,32445,JCGG-STR012489, 
G06462, , , , , , , , ,21584,28254,JCGG-STR012488, 
G06465, , , , , , , , ,21587,36523,JCGG-STR012490, 
G06464, , , , , , , , ,21586,33233, , 
G06467, , , , , , , , ,34436,19883, , 
G06466, , , , , , , , ,21588,42500,JCGG-STR012491, 
C09739,52279-13-7,11927,9477,J9.774H, ,C00003193,B03238, , , , , 
C17934,145231-45-4,96024155,64177,J506.353A, , , , , , , , 
C17935,19641-92-0,96024156,81392,J1.105.655E, , , , , , , , 
G10607, , , , , , , , ,1739,58|64|65|66|67|68|69|70|71|72|73|74|75|76|77|102|2226|2227|2228|2229|2230|2231|2232|2234|2235|2245|2247|2248|2249|2325|2326|2332|2333|3029|3030|3152|3193|3235|3236|3239|3240|3245|3255|3266|3945|3946|3975|3976|3977|4753|5434|5474|7222|7483|13768|13781|13992|15263|16600|20223|23311|23574|24029|24911|25212|25451|29012|29070|29078|29117|29233|29613|29659|29709|30501|30733|30737|32203|32374|33148|33170|33333|33469|33532|33576|33707|33832|33848|33934|34165|34693|34723|34766|34800|34830|34969|34999|35016|35028|35069|35236|35247|35269|35425|36264|36592|36818|37364|37467|37489|37819|37923|37950|38102|38124|38263|38687|39581|40295|40599|40630|40825|41263|41672|41694|41780|41808|41866|42370|42576|42740|42875|42979|43172|43284|43437|43804|43951|43973|44358|44364|44376|44505|44768|44776|45737|45872|45879|46002|46056|46343|46547|46562|46790|47015|47099|47100|47327|47770|48143|48144|48244|48247|48393|49114|49121|49402|49507|49520|49602|50283|50452|50743|50865,JCGG-STR007942, 
C18548,55814-41-0,124489222,81823, ,MRN, , , , , , , 
C18549,83164-33-4,124489223,81824, , , , , , , , , 
G01169, , , , , , , , ,17959,8813|9760|9797|11104|12553,JCGG-STR008556, 
G01168, , , , , , , , ,17958,8528|12473|14026|16531|24130|24908,JCGG-STR008555, 
G01165, , , , , , , , ,2467,3411|22975|25731|36213|36447,JCGG-STR015782,GSG3060
C18541,95266-40-3,124489215,81817, , , , , , , , , 
C18542,7287-19-6,124489216,26276, , , , , , , , , 
C18543,119126-15-7,124489217,81818, , , , , , , , , 
C18544,149508-90-7,124489218,81819, , , , , , , , , 
C18545,560121-52-0,124489219,81820, , , , , , , , , 
C18546,1689-83-4,124489220,81821, , , , , , , , , 
C18547,188425-85-6,124489221,81822, , , , , , , , , 
G07991, , , , , , , , ,22664,13073,JCGG-STR013635, 
G07996, , , , , , , , ,22667,2487|2488,JCGG-STR013638, 
G07994, , , , , , , , ,22666,4165,JCGG-STR013637, 
G01789, , , , , , , , ,18345,40699|40974|47623,JCGG-STR008979, 
G01788, , , , , , , , ,18344,2246|10070|23521,JCGG-STR008978, 
G07014, , , , , , , , ,21965,4544|11403,JCGG-STR012887, 
G01781, , , , , , , , ,18341,10646|14754|17802|17834|23444,JCGG-STR008975, 
G01782, , , , , , , , ,18342,11229|12497|27871,JCGG-STR008976, 
G01787, , , , , , , , ,18343,40938|49029|49030|50626,JCGG-STR008977, 
G07012, , , , , , , , ,21963,25293,JCGG-STR012885, 
C09986,93915-32-3,12172,8826,J866.350E, ,C00001981,B03434, , , , , 
C09987,24282-31-3,12173,10445,J512.460C, ,C00001982,B03435, , , , , 
C09984,15794-92-0,12170,7102,J2.771.419F, ,C00001979,B03432, , , , , 
C09985,19634-30-1,12171,6083,J15.401F, ,C00001980,B03433, , , , , 
C09982,15835-74-2,12168,2382,J14.309J, ,C00003930,B03431,LMPK12111473, , , , 
C09983,99257-12-2,12169,10118,J168.881B, ,C00003026,B05408, , , , , 
C09980,500-62-9,12166,10089,J6.190E, ,C00003024,B03429, , , , , 
C09981,17924-92-4,12167,10106,J2.749I,ZER,C00003025,B03430,LMPK04000016, , , , 
C09988,6878-83-7,12174,9424,J54.368C, ,C00001983,B03436, , , , , 
C09989,708-18-9,12175,9425,J2.370.941D, ,C00001984,B05409, , , , , 
C19639,4732-76-7,124490291, , , , , , , , , , 
C19638, ,124490290, , , , , , , , , , 
C08059,61379-65-5,10259,45304,J18.479I,RPT, , , , , , , 
C19631, ,124490283, , , , , , , , , , 
C19630, ,135626114, , , , , , , , , , 
C19633,17606-72-3,124490285, , , , , , , , , , 
C19632,2140-29-6,124490284, , , , , , , , , , 
C19635,40525-07-3,124490287, , , , , , , , , , 
C19634,111188-56-8,124490286, , , , , , , , , , 
C08055,133-10-8,10255,2661,J811G, , , , , , , , 
C19636,547-25-1,124490288, , ,OTU, , , , , , , 
G11269, , , , , , , , ,24370, ,JCGG-STR015468, 
G11268, , , , , , , , ,24369, ,JCGG-STR015466, 
G07789, , , , , , , , ,12937,28179,JCGG-STR003186, 
G07788, , , , , , , , ,22511,50742,JCGG-STR013472, 
G07787, , , , , , , , ,22510,20713,JCGG-STR013471, 
G07786, , , , , , , , ,22509,10009,JCGG-STR013469, 
G11261, , , , , , , , ,24362, ,JCGG-STR015459, 
G11260, , , , , , , , ,24361, ,JCGG-STR015458, 
G07783, , , , , , , , ,22507,28478,JCGG-STR013467, 
G11266, , , , , , , , ,24367, ,JCGG-STR015464, 
G11265, , , , , , , , ,24366, ,JCGG-STR015463, 
G07780, , , , , , , , , ,13556, , 
C00332,1420-36-6,3626,15345,J298.605A,CAA,C00007269,B04671,LMFA07050030, , , , 
G00783, , , , , , , , ,17713,9425|14088|18853|20017|20877|37812|40604|46427|47162,JCGG-STR008292, 
G00780, , , , , , , , ,5471,13217|13945|15052|17212|17730|17756|20094|21597|21601,JCGG-STR026474, 
G00786, , , , , , , , ,17715,8458|9854|11077|12173|14837|18092|23532|42998,JCGG-STR008294, 
G00784, , , , , , , , ,17714,8933|8935|8960|8967|8970|9570|9579|10821|17404|17434|17435|26815,JCGG-STR008293, 
G00788, , , , , , , , , ,1681|4620|37972|37974|38612|38614|42114|44982, , 
G00789, , , , , , , , ,17716,7139|7140|20597|22696|23797|29736|37140|40539|42858,JCGG-STR008295, 
G07255, , , , , , , , ,22135,429,JCGG-STR013067, 
G07254, , , , , , , , ,34448,13223, , 
G07256, , , , , , , , ,22136,30958,JCGG-STR013068, 
G07251, , , , , , , , ,22132,18606, , 
G07253, , , , , , , , ,22134,28715,JCGG-STR013066, 
C10079,1621-84-7,12265,6006,J398.729I, ,C00001054,B03521,LMPK12110940, , , , 
G07259, , , , , , , , ,22137,50612,JCGG-STR013069, 
G07258, , , , , , , , ,34449,14141, , 
C09804, ,11992,26,J20.701B, ,C00003085,B03301,LMPR0102070017, , , , 
C18261, ,103061443,81612, , , , , , , , , 
C18260, ,103061442,81611, , , , , , , , , 
C18263,10262-84-7,103061445,81614, , , , , , , , , 
C09800,17388-39-5,11988,9370,J10.346B, ,C00003100,B03297, , , , , 
C18269, ,103061451,81620, , , , , , , , , 
C18268,78751-58-3,103061450,81619, , , , , , , , , 
C10076,5848-14-6,12262,6623,J13.444I, ,C00002961,B03518, , , , , 
C10077,4773-96-0,12263,6682,J15.735J, ,C00002962,B03519, , , , , 
G12716, , , , , , , , ,15679, ,JCGG-STR006199, 
G12714, , , , , , , , ,24966, ,JCGG-STR016092, 
C16915,20362-31-6,96023408,80793,J82.956K, ,C00000646, , , , , , 
C16914, ,96023407,80792, , , , , , , , , 
G12718, , , , , , , , ,5509, ,JCGG-STR026514, 
G12719, , , , , , , , ,33553, , , 
C16911,482-39-3,96023404,80790,J12.243B,AFE,C00005140, , , , , , 
C16910,17088-50-5,96023403,80789,J14.492D, ,C00025765, , , , , , 
C16913,508-44-1,96023406,80791,J98.393D, , , , , , , , 
C16912,19533-92-7,96023405,67600,J16.653G, ,C00029677, , , , , , 
C09043,73706-32-8,11235,2927,J2.767.852A, , ,B02637, , , , , 
C09042,466-49-9,11234,28463,J11.323I, ,C00024452|C00024465,B02636, , , , , 
C03025, ,5931, , , , , , , , , , 
C03024, ,5930, , , , , , , , , , 
C09047,3567-00-8,11239,8908,J13.000A, ,C00002445,B02641, , , , , 
C09046,41758-43-4,11238,3138,J39.268E, , ,B02640, , , , , 
C03021, ,5927, , , , , , , , , , 
C09044,64894-58-2,11236,8731,J610.457F, ,C00002444,B02638, , , , , 
C09049,82-57-5,11241,10002,J4.613B, ,C00002447,B02643,LMPK13110003, , , , 
C09048,34411-93-3,11240,9213,J18.497G, ,C00002446,B02642, , , , , 
C03029, ,5934, , , , , , , , , , 
C03028,15666-52-1|3475-65-8,5933,9534,J791.117C, , ,B01622, , , , , 
C07915,22664-55-7,10117,6897,J11.486C, , , , , , , , 
C07914,47141-42-4,10116,6438,J237.992I, , , , , , , , 
C07913,526-36-3,10115,10082,J6.660E, , , , , , , , 
C07912,84-22-0,10114,28674,J4.437G, , , , , , , , 
C07911,14838-15-4,10113,8104,J252.830D, , , , , , , , 
C07910,50-35-1,10112,74947|9513,J4.101G, , , , , , , , 
C07919,5152-30-7,10121,6900,J96.562F,CU9, , , , , , , 
C14665,145-12-0,17395664,34903,J5.832G, , , , , , , , 
C14664,1524-86-3,17395663,34509,J206.734J, , , , , , , , 
C14667,1255-49-8,17395666,35002,J61.332K, , , , , , , , 
C14666,14310-21-5,17395665,34070,J105.144J, , , , , , , , 
C14661,17550-03-7,17395660,34340,J111.510C, , , , , , , , 
C14660,1755-52-8,17395659,34610,J48.231E, , , , , , , , 
C14663,15262-86-9,17395662,35001,J218.390K, , , , , , , , 
C14662,1694-20-8,17395661,377106,J854.751C, , , ,LMPK13090020, , , , 
C14669,1242-47-3,17395668,34152,J67.038C, , , , , , , , 
C14668,125-10-0,17395667,34655,J86.135I, , , , , , , , 
C04242, ,6908,2129,J387.592J,UFP, , , , , , , 
C04246, ,6911, , , , , , , , , , 
C04247, ,6912,18018, , , , , , , , , 
C15398, ,17396395,79899,J803.449D, , , , , , , , 
C15399, ,17396396,79900,J2.794.340C, , , , , , , , 
C15396, ,17396393,79897,J2.794.338A, , , , , , , , 
C15397, ,17396394,79898,J2.794.339J, , , , , , , , 
C04248, ,6913,17049, , , , , , , , , 
C15395, ,17396392,79896,J2.794.337C, , , , , , , , 
C15392, ,17396389,79893,J113.323C, , , , , , , , 
C15393, ,17396390,79894,J270.005K, , , , , , , , 
C15390, ,17396387,79891,J2.794.327F, , , , , , , , 
C15391, ,17396388,79892,J322.215B, , , , , , , , 
C12629,64821-00-7,583019,31143,J2.398.940I, ,C00006278, , , , , , 
C12628,64820-99-1,583018,32298,J533.636H, ,C00006217, , , , , , 
C12627,17306-46-6,583017,31227,J13.923H, ,C00004157, , , , , , 
C12626,23627-87-4,583016,31742,J16.943I, ,C00005137,B04540, , , , , 
C12625,34232-17-2,583015,28556,J642.115F, ,C00010117,B04539, , , , , 
C12624, ,583014,31082|66939,J2.783.742E, , ,B04538, , , , , 
C12623, ,583013,32356,J2.121.218K, , ,B04537, , , , , 
C12622, ,583012,61462,J2.783.722K, , ,B04536, , , , , 
C12621,14755-02-3,583011,32357,J1.638A, , ,B04535, , , , , 
C02374, ,5416, , , , , , , , , , 
C02375,2138-22-9,5417,27772,J1.798A,4CL, ,B00434, , , , , 
C02376,554-01-8,5418,27551,J9.416A,17E, ,B00435, , , , , 
C02377, ,5419,2118, , , , , , , , , 
C02370,74-11-3,5412,30747,J5.259K,174, ,B00432, , , , , 
C02371,456-22-4,5413,20364|27893,J43.545G,1Y6, , , , , , , 
C02372,123-30-8,5414,17602,J3.620J,4NL, , , , , , , 
C02373,1119-16-0,5415,17998,J49.658H,MOP, ,B00433, , , , , 
C02378,60-32-2,5420,16586|32396,J1.398F,ACA, ,B00436,LMFA01100035, , , , 
C02379, ,5421,16368,J500.131E, ,C00000554, , , , , , 
G08772, , , , , , , , ,23233,14593,JCGG-STR014246, 
G08771, , , , , , , , ,23232,20738,JCGG-STR014245, 
G08770, , , , , , , , ,23231,12234,JCGG-STR014244, 
G08777, , , , , , , , ,23237,49769,JCGG-STR014250, 
G08776, , , , , , , , ,23236,49770,JCGG-STR014249, 
G08775, , , , , , , , ,23235,9530,JCGG-STR014248, 
G08774, , , , , , , , ,23234,9533,JCGG-STR014247, 
G08779, , , , , , , , ,12308,49767,JCGG-STR002516, 
G08778, , , , , , , , ,23238,49768,JCGG-STR014251, 
C04794, ,7357,16126,J2.751.688B, , , , , , , , 
C01547, ,4706,17193, , , , , , , , , 
C04796, ,7358,16098,J2.751.701C, , ,B01789, , , , , 
C04797, ,7359,17671,J2.751.703J, , ,B01790,LMFA01170073, , , , 
C04790, ,7353,17940, , , , , , , , , 
C04791, ,7354, , , , , , , , , , 
C01540,32988-50-4,4701,15782,J358.703G, , ,B01463, , , , , 
C04793, ,7356,15896,J2.055.970E,SDT, ,B00746,LMST02020062, , , , 
C04798, ,7360,17147,J2.753.649B, , ,B00747, , , , , 
C04799, ,7361,29018, , , , , , , , , 
C01548,74-86-2,4707,27518,J1.940B, , ,B00316, , , , , 
C07264,55985-32-5,9473,7550,J11.098A, , , , , , , , 
C07267,66085-59-4,9476,7575,J19.052G, , , , , , , , 
C07266,21829-25-4,9475,7565,J3.467C, , , , , , , , 
C07261,107-51-7,9470,9147,J99.786B, , , , , , , , 
C02088,402-71-1,5173,9642,J59.695G,TQ8, , , , , , , 
C02089, ,5174, , , , , , , , , , 
C02086,68-11-1,5171,30065,J4.856I,MCR, ,B00387, , , , , 
C02087, ,5172,9639,J2.735.484J, , , , , , , , 
C02084,13760-29-7,5169,15226|16853, , , , , , , , , 
C02085, ,5170,9553, , , , , , , , , 
C07269,15078-28-1,9478,7596,J404.460F, , , , , , , , 
C07268,67-20-9,9477,71415, , , , , , , , , 
