CHEBI ID,KEGG ID,
5352,C10460,
1867,C10461,
5970,C10467,
5646,C10466,
5963,C10465,
68051,C10464,
17981,C00979,
18224,C10469,
50545,C10469,
5995,C10468,
16533,C00977,
17697,C00978,
4593,C00975,
17466,C00976,
21161,C00976,
17623,C00973,
15401,C00974,
16871,C00971,
27794,C10470,
5972,C10471,
6054,C10472,
6090,C10473,
6575,C10474,
29015,C10476,
27952,C10475,
6877,C10478,
6856,C10477,
28074,C00968,
7055,C10479,
17871,C00969,
15389,C00964,
37671,C00965,
11561,C00966,
17094,C00966,
18227,C00961,
27667,C00962,
22798,C00963,
8062,C10484,
8256,C10485,
10137,C10482,
8043,C10483,
68234,C10480,
7785,C10481,
27624,C00959,
16208,C00957,
17810,C00958,
8644,C10488,
8393,C10487,
28620,C10486,
16469,C00951,
4116,C03604,
18241,C03607,
16588,C03606,
17456,C00950,
16730,C03601,
17890,C00955,
17040,C03600,
37023,C00956,
16411,C00954,
9031,C10493,
10138,C10494,
6543,C10495,
9220,C10496,
8994,C10490,
6521,C10491,
9017,C10492,
28223,C00946,
4065,C00949,
27917,C10498,
9299,C10497,
27917,C10499,
30882,C00940,
17065,C00941,
16356,C00942,
27541,C00943,
17947,C00944,
32364,C00944,
16395,C03621,
29347,C03620,
16580,C03622,
37041,C03623,
32989,C03624,
16185,C03625,
17929,C03626,
28048,C03629,
28505,C03614,
5257,C03611,
16417,C03617,
47980,C03618,
17540,C03619,
37424,C03641,
52897,C03640,
17864,C03642,
15852,C00992,
18120,C00990,
18097,C00996,
17343,C03648,
16748,C00995,
27441,C00994,
16576,C00993,
16518,C00999,
37572,C03645,
16762,C00998,
17257,C03646,
16448,C00997,
27671,C03647,
28633,C03631,
36475,C03630,
17246,C00980,
16531,C00982,
28886,C00985,
8573,C03637,
28061,C00984,
15725,C00986,
30830,C00989,
17150,C00988,
17598,C03634,
81810,C18533,
47876,C03592,
81809,C18532,
27979,C03595,
81808,C18531,
17500,C03594,
81807,C18530,
81813,C18537,
81812,C18536,
17259,C03599,
38592,C18535,
70802,C03598,
81811,C18534,
28288,C03591,
28719,C03590,
15651,C00909,
27784,C00908,
27468,C00906,
4126,C00905,
15457,C00904,
16731,C00903,
17308,C00902,
16444,C00900,
81814,C18538,
81815,C18539,
38798,C18520,
81802,C18522,
81801,C18521,
81804,C18524,
81803,C18523,
38452,C18526,
38449,C18525,
17698,C00918,
38161,C00917,
16822,C00919,
38635,C00913,
15776,C00916,
3056,C00915,
81805,C18527,
50099,C18528,
81806,C18529,
22385,C00912,
18254,C00911,
16355,C03575,
38450,C18515,
18033,C03574,
81796,C18514,
28700,C03577,
39185,C18513,
39186,C18513,
17905,C03576,
39175,C18512,
39176,C18512,
28075,C03571,
39170,C18511,
62324,C03570,
62325,C03570,
39391,C18510,
37449,C03573,
27895,C03572,
16483,C00927,
28815,C00925,
15983,C00924,
41218,C00928,
81799,C18518,
15719,C00923,
28861,C03579,
81800,C18519,
17081,C00922,
23812,C00922,
81797,C18516,
4581,C00921,
17586,C00920,
81798,C18517,
16372,C03588,
81792,C18502,
81791,C18501,
18267,C03586,
63956,C18504,
1472,C03585,
81793,C18503,
15851,C03584,
27881,C03582,
45713,C03582,
81790,C18500,
28729,C00936,
17983,C00935,
532,C00938,
17167,C00937,
1014,C00939,
39183,C18509,
50699,C00930,
81794,C18505,
81795,C18506,
17381,C00931,
17655,C03589,
39164,C18507,
33447,C00934,
39177,C18508,
39178,C18508,
16353,C00933,
81840,C18572,
81841,C18573,
81838,C18570,
81839,C18571,
39315,C18576,
64163,C18577,
81842,C18574,
36616,C18575,
81843,C18578,
81844,C18579,
81832,C18560,
78780,C18561,
81833,C18562,
39188,C18563,
15452,C03561,
81834,C18564,
81835,C18565,
48233,C18566,
81836,C18567,
16528,C03565,
81837,C18568,
38630,C18569,
36761,C03564,
28517,C03569,
848,C03568,
16035,C03567,
81825,C18550,
73,C10198,
81826,C18551,
2506,C10199,
9992,C10196,
10043,C10197,
9941,C10194,
69814,C10195,
75440,C10195,
507499,C10192,
59979,C10193,
40909,C18558,
9400,C10190,
17018,C03530,
81831,C18559,
9582,C10191,
15839,C03531,
81830,C18556,
39228,C18557,
81828,C18554,
81829,C18555,
81827,C18552,
38639,C18553,
17575,C03539,
45383,C03539,
8325,C03535,
17853,C03537,
39457,C03536,
9131,C10185,
9159,C10186,
9369,C10187,
81816,C18540,
67492,C10188,
9047,C10181,
9050,C10182,
9061,C10183,
9062,C10184,
81820,C18545,
81821,C18546,
28624,C03541,
81822,C18547,
9024,C10180,
81823,C18548,
81817,C18541,
26276,C18542,
81818,C18543,
81819,C18544,
15900,C03548,
10615,C03547,
81824,C18549,
18384,C03546,
9395,C10189,
80854,C17003,
80853,C17002,
80856,C17007,
80857,C17008,
80855,C17005,
80852,C17000,
80858,C17009,
28292,C02033,
28562,C02030,
17201,C02037,
27742,C02035,
28731,C02034,
16462,C02038,
16133,C02020,
16023,C02022,
23958,C02022,
4067,C02021,
16224,C02024,
30624,C02024,
79047,C02024,
20961,C02023,
27443,C02026,
17133,C02027,
35692,C02028,
17874,C02029,
16161,C02015,
62974,C02013,
33567,C02012,
15353,C02010,
3982,C02018,
3892,C02017,
16605,C02001,
18027,C02004,
43445,C02004,
16366,C02003,
38695,C02003,
29281,C02000,
41275,C02009,
17704,C02006,
28430,C02007,
17099,C02008,
8916,C10169,
43,C10167,
8603,C10168,
18015,C03527,
23066,C00875,
2718,C00873,
17475,C00872,
30852,C00879,
28147,C03524,
16157,C00878,
28879,C03525,
15473,C00877,
36926,C00877,
16025,C03526,
16848,C00876,
17400,C02074,
63410,C02075,
16802,C02076,
27520,C02076,
7308,C03522,
28306,C02077,
28255,C03521,
9215,C02078,
81781,C18489,
16836,C00870,
15738,C02079,
38640,C18488,
2588,C00871,
45141,C18487,
81780,C18486,
8241,C10166,
81779,C18485,
8217,C10165,
38887,C18484,
28747,C10164,
81778,C18483,
7579,C10163,
81777,C18482,
7571,C10162,
81776,C18481,
7564,C10161,
81775,C18480,
8757,C02072,
7051,C10160,
8762,C02073,
30820,C00869,
8878,C10178,
8881,C10179,
17448,C00862,
28401,C03518,
17897,C00861,
16259,C03519,
29032,C00864,
46905,C00864,
7916,C00864,
15431,C03516,
16226,C03514,
16247,C00865,
18128,C03515,
17554,C00868,
29159,C03512,
8559,C02065,
29153,C03511,
15742,C02066,
28490,C03510,
8504,C02064,
17644,C02069,
81788,C18498,
81787,C18497,
17802,C02067,
16255,C00860,
81789,C18499,
81785,C18494,
28402,C10175,
9691,C10174,
81784,C18493,
81786,C18496,
8876,C10177,
74992,C10176,
39329,C18495,
17757,C02061,
72953,C02061,
116,C10171,
81782,C18490,
114,C10170,
9367,C10173,
81783,C18492,
38628,C18491,
15538,C02060,
35280,C10172,
28455,C03509,
5339,C10147,
5362,C10148,
5192,C10145,
5199,C10146,
5576,C10149,
28183,C03502,
38404,C03502,
24293,C03503,
16302,C00899,
15671,C00898,
15674,C00898,
30924,C00898,
15362,C03505,
18167,C00897,
18299,C03506,
51793,C03506,
9640,C00896,
8756,C00895,
16944,C03508,
40673,C03508,
15513,C00894,
15938,C00892,
8015,C02056,
39328,C18467,
32877,C00893,
81766,C18466,
28044,C02057,
81765,C18465,
17934,C00891,
81764,C18464,
18067,C02059,
28460,C02052,
4893,C03500,
81768,C18469,
81767,C18468,
16180,C02055,
3954,C10140,
15530,C02050,
15804,C02051,
4969,C10144,
39291,C18463,
4289,C10143,
81763,C18462,
4628,C10142,
81762,C18461,
41938,C10141,
81761,C18460,
6507,C10156,
6508,C10157,
6703,C10158,
32,C10159,
15536,C00888,
17045,C00887,
8005,C00889,
27680,C00883,
17732,C00886,
28912,C02049,
17582,C00885,
29780,C00885,
16624,C02047,
81773,C18476,
81772,C18475,
18411,C02048,
12931,C00880,
16534,C00880,
81774,C18478,
23958,C02045,
27913,C02045,
15698,C00881,
17486,C02046,
75281,C18477,
15468,C00882,
17282,C02043,
24813,C02043,
73162,C18479,
15527,C02041,
24702,C02040,
81769,C18470,
1556,C10151,
5628,C10150,
75851,C18472,
6023,C10153,
81770,C18471,
93,C10152,
81771,C18474,
6409,C10155,
73972,C18473,
6092,C10154,
30842,C00830,
16753,C00831,
16095,C00835,
7934,C00832,
2814,C10129,
2813,C10128,
16566,C00836,
2729,C10127,
27405,C00837,
2705,C10126,
2670,C10125,
2568,C10124,
2471,C10123,
8410,C10121,
8695,C10122,
8224,C10120,
16398,C00820,
17956,C00821,
16852,C00822,
16125,C00823,
30408,C00824,
3931,C10139,
28098,C00825,
10561,C10138,
17530,C00826,
15529,C00827,
16374,C00828,
3433,C10135,
16482,C00829,
3202,C10134,
3805,C10137,
3456,C10136,
2900,C10130,
2901,C10131,
2931,C10132,
3195,C10133,
17873,C00856,
18304,C00857,
18099,C00854,
16867,C00855,
7500,C10109,
16112,C00852,
15982,C00853,
27905,C00850,
37919,C00850,
28314,C10104,
6579,C10103,
6553,C10102,
122,C10101,
70082,C10108,
18152,C10107,
18088,C00858,
7005,C10106,
27717,C00859,
75092,C10105,
27442,C02095,
17579,C02094,
6147,C10100,
16282,C02091,
59945,C02091,
17842,C02090,
14086,C02097,
15848,C02097,
28161,C02096,
15606,C02099,
15410,C00843,
17396,C00844,
27761,C00844,
15474,C00845,
15775,C00846,
37440,C00846,
9937,C00840,
15709,C00841,
15700,C00842,
7642,C10113,
7602,C10112,
7854,C10115,
7781,C10114,
70007,C10117,
17405,C00847,
7855,C10116,
16123,C00848,
7947,C10119,
27750,C00849,
75164,C10118,
15226,C02084,
16853,C02084,
17907,C02083,
9287,C02081,
16445,C02080,
7513,C10110,
7545,C10111,
9642,C02088,
9639,C02087,
30065,C02086,
9553,C02085,
79173,C18636,
32808,C03453,
79176,C18635,
27557,C03456,
74351,C18634,
16254,C03455,
44504,C18633,
27572,C03450,
81876,C18632,
81875,C18631,
81874,C18630,
15694,C03451,
75093,C18639,
16582,C00802,
16683,C03458,
33838,C00801,
17778,C03459,
75091,C18637,
13115,C00800,
16154,C00800,
74619,C18638,
27897,C00806,
16914,C00805,
33199,C00804,
17418,C00803,
15397,C00809,
36773,C00809,
15396,C00808,
18233,C00807,
4719,C09004,
4789,C09005,
4936,C09006,
5092,C09007,
5179,C09008,
5992,C09009,
29024,C03467,
439819,C18623,
28188,C03466,
81871,C18622,
28654,C03465,
35932,C03465,
262350,C18625,
45245,C18624,
1359,C03463,
3701,C09000,
29076,C03462,
2007,C09001,
15894,C03461,
2306,C09002,
43310,C18621,
27754,C03460,
860,C09003,
64342,C18620,
32374,C00811,
60607,C18626,
15686,C00810,
18624,C18627,
16294,C00813,
81872,C18628,
47908,C00812,
81873,C18629,
15584,C00815,
17574,C00814,
17360,C00817,
46644,C00817,
17061,C00819,
16002,C00818,
583,C09019,
8368,C09017,
38504,C18650,
35606,C09018,
17559,C03470,
6891,C09015,
2110,C09016,
6656,C09013,
38598,C18654,
2108,C09014,
39349,C18653,
16907,C03474,
6134,C09011,
38549,C18652,
581,C03473,
6385,C09012,
38508,C18651,
16274,C03476,
38677,C18658,
6133,C09010,
38963,C18657,
38658,C18656,
38624,C18655,
15640,C03479,
38680,C18659,
2531,C09026,
2532,C09027,
2612,C09028,
8623,C09029,
2503,C09022,
81878,C18641,
17987,C03485,
33857,C03485,
2519,C09023,
81877,C18640,
2524,C09024,
79171,C18643,
18334,C03483,
70499,C09025,
81879,C18642,
38465,C18645,
38587,C18644,
2488,C09020,
81880,C18647,
2502,C09021,
38470,C18646,
15868,C03486,
81881,C18648,
38483,C18649,
2725,C09032,
81886,C18679,
8637,C09031,
29025,C03410,
8624,C09030,
7292,C03411,
38590,C18677,
81885,C18678,
78,C09036,
53124,C18675,
2787,C09035,
18721,C18676,
2783,C09034,
33192,C18673,
2764,C09033,
81884,C18674,
81883,C18671,
2886,C09039,
49747,C18672,
2885,C09038,
2821,C09037,
81882,C18670,
53010,C03418,
27960,C03417,
16492,C03419,
15874,C03414,
28101,C03413,
28284,C03416,
27574,C03415,
38990,C18666,
2888,C09041,
38266,C03423,
38721,C18667,
2887,C09040,
38491,C18668,
2927,C09043,
38864,C18669,
28463,C09042,
38730,C18662,
2988,C09045,
38728,C18663,
8731,C09044,
38735,C18664,
8908,C09047,
38962,C18665,
3138,C09046,
80922,C17093,
10002,C09049,
80921,C17092,
9213,C09048,
38693,C18660,
38718,C18661,
62854,C17094,
62855,C17094,
80923,C17097,
80925,C17099,
80924,C17098,
8527,C03429,
15442,C03428,
17090,C03427,
27542,C03425,
3149,C09050,
2527,C09058,
81895,C18697,
2451,C09057,
81896,C18698,
2671,C09056,
81893,C18695,
81894,C18696,
2169,C09055,
3155,C09054,
17010,C03431,
2599,C09053,
3154,C09052,
81897,C18699,
9278,C03433,
3153,C09051,
17042,C03434,
38764,C18690,
38960,C18693,
81892,C18694,
38945,C18691,
38951,C18692,
2565,C09059,
28928,C09060,
2598,C09061,
27933,C03438,
10370,C03437,
70060,C18684,
3321,C09067,
16231,C03440,
81891,C18685,
3291,C09066,
38603,C18686,
3429,C09069,
38665,C18687,
3352,C09068,
38725,C18688,
2872,C09063,
28420,C03444,
38832,C18689,
2750,C09062,
2987,C09065,
16081,C03442,
2913,C09064,
81887,C18680,
81888,C18681,
81889,C18682,
81890,C18683,
15398,C03448,
20570,C03448,
3443,C09070,
3445,C09071,
525464,C09072,
17218,C03446,
80898,C17060,
49847,C17061,
53169,C17062,
80899,C17063,
80900,C17064,
80901,C17065,
80902,C17066,
80903,C17067,
80904,C17068,
80905,C17069,
80890,C17050,
80891,C17051,
80894,C17054,
53168,C17055,
80892,C17052,
80893,C17053,
31319,C17058,
80897,C17059,
80895,C17056,
80896,C17057,
80920,C17091,
80919,C17090,
80915,C17085,
80916,C17086,
80917,C17087,
62755,C17088,
80913,C17083,
80914,C17084,
80918,C17089,
80912,C17080,
45919,C17076,
80910,C17077,
80909,C17074,
67888,C17075,
80908,C17072,
78884,C17073,
80906,C17070,
80907,C17071,
80911,C17079,
28707,C03499,
80868,C17024,
80867,C17023,
4860,C03497,
37735,C03498,
80869,C17025,
16764,C03495,
80870,C17027,
15695,C03493,
15770,C03494,
80871,C17029,
3993,C03491,
15905,C03492,
80864,C17020,
80866,C17022,
80865,C17021,
80861,C17013,
80860,C17012,
80863,C17019,
64284,C17018,
64252,C17017,
80862,C17016,
80859,C17011,
51312,C17010,
81867,C18616,
39388,C18615,
81869,C18618,
81868,C18617,
81870,C18619,
80889,C17049,
81864,C18610,
80886,C17046,
47617,C18611,
38167,C17045,
81865,C18612,
80888,C17048,
81866,C18613,
80887,C17047,
38626,C18614,
80883,C17042,
80882,C17041,
80885,C17044,
80884,C17043,
80881,C17040,
81863,C18607,
81862,C18606,
39260,C18605,
81861,C18604,
70721,C18609,
75703,C18608,
80880,C17039,
80879,C17038,
39300,C18602,
38604,C18603,
80878,C17036,
81859,C18600,
80877,C17035,
81860,C18601,
80876,C17034,
80875,C17033,
80874,C17032,
80873,C17031,
80872,C17030,
17292,C04910,
18216,C04911,
22407,C04914,
21511,C04913,
27735,C04916,
16478,C04917,
29056,C04919,
80932,C17106,
80933,C17107,
80930,C17104,
80931,C17105,
80928,C17102,
80929,C17103,
80926,C17100,
80927,C17101,
16565,C04901,
37645,C04900,
15797,C04905,
27877,C04904,
80935,C17109,
16936,C04903,
80934,C17108,
15876,C04902,
16295,C04909,
16986,C04908,
32601,C04906,
80936,C17110,
80937,C17111,
80938,C17112,
80939,C17113,
17581,C04930,
36528,C04936,
16297,C04938,
32890,C04937,
28197,C10208,
18380,C04932,
2508,C10209,
75630,C10209,
48720,C04931,
32602,C04934,
70034,C10204,
3908,C10205,
3917,C10206,
4019,C10207,
2727,C10200,
3081,C10201,
16506,C04939,
3162,C10202,
70036,C10203,
581177,C10210,
80940,C17120,
62513,C17124,
36496,C17125,
80941,C17123,
80942,C17126,
18163,C04927,
17850,C04926,
18056,C04925,
16121,C04924,
29111,C04923,
17006,C04922,
3884,C10219,
17139,C04920,
3702,C10217,
3883,C10218,
3584,C10215,
42202,C10216,
3462,C10213,
3583,C10214,
2606,C10211,
3461,C10212,
289,C04940,
17182,C04944,
12384,C04942,
11714,C04943,
15816,C00792,
16737,C00791,
17924,C00794,
16375,C00793,
4249,C00795,
4513,C00796,
15862,C00797,
15522,C00798,
18220,C00799,
16656,C00783,
28790,C00780,
16786,C00786,
29182,C00787,
30817,C00785,
28918,C00788,
16022,C00789,
46762,C09094,
16945,C00779,
5200,C09093,
78274,C09092,
15367,C00777,
35291,C00777,
4941,C09091,
70378,C09090,
17276,C00774,
7989,C00773,
6567,C10268,
6568,C10269,
6053,C10266,
6540,C10267,
81845,C18580,
5726,C10261,
5511,C10260,
81849,C18584,
5983,C10265,
81848,C18583,
28152,C10264,
81847,C18582,
2617,C10263,
81846,C18581,
5776,C10262,
6364,C00771,
38699,C18588,
17646,C00772,
78337,C18587,
81851,C18586,
3322,C09088,
17796,C00770,
21336,C00770,
81850,C18585,
3323,C09089,
4660,C09086,
4661,C09087,
3193,C09084,
38660,C18589,
3318,C09085,
2296,C09081,
5070,C00766,
4321,C09080,
3174,C09083,
27570,C00768,
3156,C09082,
16313,C00763,
16962,C00762,
27729,C00765,
48674,C00764,
2697,C10277,
7666,C10278,
2722,C10279,
6693,C10270,
7779,C10272,
59340,C18591,
39311,C18590,
8179,C10274,
81853,C18593,
7870,C10273,
81852,C18592,
8227,C10276,
38591,C18595,
8198,C10275,
81854,C18594,
3829,C09077,
81856,C18597,
3902,C09078,
81855,C18596,
18246,C00760,
3985,C09079,
81858,C18599,
16220,C00761,
81857,C18598,
3581,C09073,
3741,C09074,
67461,C09075,
42471,C09076,
15682,C03406,
27998,C00753,
28655,C03408,
38440,C03408,
9574,C00752,
48427,C03409,
15440,C00751,
29265,C03402,
17377,C00758,
16118,C00757,
17215,C03404,
16188,C00756,
37986,C03405,
18346,C00755,
8824,C10288,
10556,C10289,
8630,C10287,
4701,C10286,
1927,C10285,
3925,C10284,
1736,C10283,
3748,C10282,
1926,C10281,
2928,C10280,
16303,C03401,
5496,C03400,
15746,C00750,
16583,C00741,
16523,C00740,
17051,C00742,
17688,C00745,
17371,C00744,
16227,C00747,
7872,C00746,
28599,C00748,
4744,C10299,
2615,C10296,
2614,C10295,
2812,C10298,
2755,C10297,
2578,C10292,
2575,C10291,
2607,C10294,
